Time,A_Temp,A_AccX,A_AccY,A_AccZ,A_GyroX,A_GyroY,A_GyroZ,A_AccAngX,A_AccAngY,A_AngleX,A_AngleY,A_AngleZ;B_Temp,B_AccX,B_AccY,B_AccZ,B_GyroX,B_GyroY,B_GyroZ,B_AccAngX,B_AccAngY,B_AngleX,B_AngleY,B_AngleZ
Uptime 00:01:06, 25.16, -0.66, -0.33,  1.64,-75.52, 68.64,133.96,-10.57,-21.58,-41.92, -8.49,-371.07; 32.98,  0.32, -1.32,  2.46, 13.03,119.56,-59.26,-28.07,  6.49,-81.43,-24.78,-92.60
Uptime 00:01:06, 25.12,  0.13, -0.81,  0.36,-28.16,-36.71,-26.50,-64.60,  8.19,-45.85,-13.01,-374.41; 32.98,  0.20, -0.59,  0.42,-45.78,-38.04, -5.83,-52.11, 15.10,-86.50,-29.29,-93.33
Uptime 00:01:06, 25.16, -0.06, -0.71,  1.85,  9.51, 26.10,-123.14,-21.11, -1.87,-44.18, -9.49,-389.92; 32.98, -0.20, -1.16,  2.41,-15.78,-26.88, 27.91,-25.65, -4.37,-87.23,-31.93,-89.81
Uptime 00:01:06, 25.21,  0.09, -0.55,  0.79,  5.13,  6.51, 39.47,-34.75,  5.40,-43.35, -8.60,-384.87; 32.93,  0.02, -0.23,  0.30, 22.96, -6.46,  1.38,-36.80,  3.48,-83.34,-32.17,-89.64
Uptime 00:01:07, 25.16, -0.53, -0.40,  1.93,-56.14, 13.61, 98.67,-11.23,-14.92,-49.70, -6.43,-372.34; 33.07, -0.14, -0.92,  2.44, 19.35, 82.54, -8.21,-20.56, -3.17,-79.68,-21.19,-90.68
Uptime 00:01:07, 25.31,  0.31, -0.73,  1.13,-13.07,-54.01,-52.15,-31.90, 13.15,-50.95,-13.23,-378.91; 32.98,  0.10, -0.66,  0.70,-47.85,-30.01,-24.71,-42.91,  6.04,-84.85,-24.60,-93.79
Uptime 00:01:07, 25.16,  0.12, -0.51,  1.59, -1.58, 17.77,-122.07,-17.86,  4.20,-50.50,-10.72,-395.27; 32.98,  0.05, -1.15,  2.13, 25.81,  1.51, 32.36,-28.44,  1.13,-80.33,-23.93,-89.46
Uptime 00:01:07, 25.12,  0.33, -0.88,  0.87, -8.48, 24.35, 86.98,-43.59, 15.03,-51.41, -7.80,-384.31; 32.98,  0.20, -0.48,  0.43,-85.93,-12.55,  9.93,-45.62, 16.97, 89.75,-25.34,-88.21
Uptime 00:01:07, 25.21, -0.72, -0.67,  1.65,  4.70,-113.24, 78.77,-20.46,-22.15,-50.21,-21.18,-374.39; 32.98, -0.39, -0.79,  2.31,  4.44,-30.70, 28.55,-18.74, -9.18,-88.27,-28.44,-84.61
Uptime 00:01:07, 25.16,  0.19, -0.59,  0.95,-17.79, 17.34,-67.59,-31.39,  9.61,-52.06,-18.78,-383.04; 32.88, -0.03, -0.71,  0.85,  8.93, 26.96,-41.45,-39.98, -1.72,-86.19,-24.45,-89.91
Uptime 00:01:07, 25.21,  0.14, -0.98,  1.05, 54.91,-11.79,-88.58,-42.87,  5.72,-45.10,-19.97,-394.20; 33.07, -0.22, -0.91,  1.55,  7.87, 37.07, 23.70,-30.08, -7.02,-84.09,-19.25,-86.93
Uptime 00:01:07, 25.16,  0.01, -0.35,  1.65,-54.80,-37.01, -9.74,-11.97,  0.35,-51.37,-24.26,-395.45; 32.98, -0.15, -0.78,  1.45,-45.14,-39.28,  5.59,-27.99, -5.12,-88.68,-23.73,-86.21
Uptime 00:01:08, 25.21,  0.09, -0.76,  0.91,  3.71, 34.59, 61.04,-39.78,  4.15,-50.67,-19.55,-387.70; 32.98,  0.06, -1.30,  1.34, 33.70, 20.75,-15.93,-44.01,  1.77,-83.59,-20.70,-88.23
Uptime 00:01:08, 25.26,  0.06, -0.61,  1.27, 17.58,-52.46, 22.74,-25.65,  2.42,-48.00,-25.69,-384.84; 33.02, -0.55, -0.42,  1.54,-61.41,-26.30,-14.45,-14.43,-19.10,-89.79,-23.16,-90.05
Uptime 00:01:08, 25.21,  0.04, -0.71,  1.27,  8.56,  9.89,-23.98,-29.29,  1.73,-46.55,-23.97,-387.91; 32.93,  0.04, -1.20,  1.36, -2.25, 10.57,  0.48,-41.30,  1.11,-89.10,-21.39,-89.99
Uptime 00:01:08, 25.16,  0.18, -0.43,  1.08,-14.03,-19.30,-93.23,-21.62,  9.01,-47.79,-26.05,-399.65; 32.98, -0.16, -0.93,  1.26, 62.27,  4.73, 14.98,-36.14, -5.89,-80.35,-20.26,-88.10
Uptime 00:01:08, 25.21,  0.17, -0.43,  1.31,-32.29, 48.15,-79.22,-18.10,  6.88,-51.18,-19.72,-409.63; 32.98,  0.24, -0.54,  1.71,-49.67, 47.44,-30.06,-17.32,  7.63,-85.23,-14.15,-91.89
Uptime 00:01:08, 25.16,  0.27, -0.79,  1.23,  3.78,-61.56,  6.98,-31.91, 10.60,-50.32,-27.26,-408.74; 33.02,  0.17, -1.08,  1.28, 42.54,-39.08, -3.17,-39.91,  5.80,-78.98,-18.88,-92.29
Uptime 00:01:08, 25.31, -0.15, -0.75,  0.93, 44.10, 33.54, 76.08,-38.75, -7.12,-44.64,-22.44,-399.16; 32.93,  0.17, -0.55,  1.10, -0.16, 29.15,-13.17,-26.52,  8.08,-77.95,-15.07,-93.95
Uptime 00:01:08, 25.26,  0.26, -0.40,  1.52,-27.32,-30.57, 23.68,-14.59,  9.36,-47.42,-25.95,-396.17; 32.98, -0.01, -1.04,  1.59,-17.30,-32.99, -6.18,-33.14, -0.29,-79.19,-18.84,-94.73
Uptime 00:01:09, 25.21,  0.25, -0.69,  0.77,-23.04,  0.82,-73.33,-40.39, 13.72,-50.19,-25.60,-405.63; 32.93, -0.09, -0.96,  1.18, 28.82, 40.11, 21.70,-38.93, -3.37,-74.75,-13.32,-91.93
Uptime 00:01:09, 25.26,  0.16, -0.41,  1.36,  7.81, 52.31,-62.00,-16.45,  6.46,-48.55,-18.76,-413.44; 33.12, -0.09, -0.51,  1.80,-22.68,-35.56,-34.61,-15.95, -2.86,-76.37,-17.39,-96.29
Uptime 00:01:09, 25.26,  0.17, -0.56,  0.96,-55.56, 71.26, 79.25,-30.12,  8.51,-55.15, -9.61,-403.30; 33.02, -0.14, -0.97,  1.37,  4.44, 27.99,-13.96,-35.05, -4.91,-74.99,-13.43,-98.08
Uptime 00:01:09, 25.21,  0.18, -0.68,  1.11, 31.32,-80.40, 50.57,-31.19,  7.90,-50.80,-19.51,-396.93; 32.98, -0.39, -0.58,  1.71,-35.62,-14.10,  2.98,-18.29,-12.07,-78.25,-14.66,-97.70
Uptime 00:01:09, 25.26,  0.10, -0.39,  1.17,-73.06, -8.02,-74.75,-18.58,  4.59,-59.18,-20.20,-406.34; 33.02, -0.03, -0.98,  1.68, 14.56,  3.53,  6.25,-30.29, -0.85,-75.49,-13.92,-96.92
Uptime 00:01:09, 25.31,  0.08, -0.84,  0.80, 32.91, 40.53,-81.59,-46.48,  4.04,-54.80,-14.79,-416.79; 33.02, -0.33, -0.43,  1.70, -0.57, 27.93,-32.15,-13.80,-10.76,-74.33, -9.92,-101.03
Uptime 00:01:09, 25.26, -0.27, -0.26,  1.07,-58.81, 50.15, 82.45,-13.20,-13.99,-61.23, -8.02,-406.40; 32.93,  0.05, -0.62,  1.56, 23.14, -7.43,-27.02,-21.63,  1.68,-70.42,-10.67,-104.44
Uptime 00:01:10, 25.31,  0.35, -0.90,  1.29, 29.11,-37.15, 18.90,-33.88, 12.42,-57.09,-12.70,-404.02; 33.02, -0.24, -0.84,  1.45,-45.55, 15.82,-11.48,-29.76, -8.24,-75.23, -8.34,-105.88
Uptime 00:01:10, 25.35,  0.22, -0.73,  1.00,-81.97,  0.64,-73.80,-35.51, 10.23,-66.94,-12.57,-413.46; 33.12, -0.07, -0.96,  1.00,-17.06, 18.34,  2.11,-43.67, -2.81,-76.74, -5.82,-105.61
Uptime 00:01:10, 25.26,  0.17, -0.83,  1.69, 50.09, -2.40, 15.35,-26.02,  5.13,-59.93,-12.72,-411.53; 33.02,  0.16, -0.74,  1.31,-36.77,-27.51,  2.51,-29.17,  6.24,-80.33, -9.22,-105.30
Uptime 00:01:10, 25.26, -0.51, -0.68,  0.94,-45.12, 18.85, 71.07,-32.36,-23.86,-64.95, -9.66,-402.57; 33.02, -0.05, -0.84,  1.02, 15.12, 29.56, -2.70,-39.42, -2.35,-77.64, -5.34,-105.64
Uptime 00:01:10, 25.26,  0.14, -0.42,  1.50, -4.46,  1.66,-23.81,-15.62,  4.99,-64.53, -9.36,-405.62; 33.02, -0.39, -0.63,  1.49,-48.62,-15.75,-10.04,-22.21,-13.63,-82.63, -6.94,-106.92
Uptime 00:01:10, 25.31,  0.06, -0.93,  0.81,-39.87,-34.37,-78.24,-48.92,  2.88,-69.14,-13.47,-415.48; 33.02, -0.11, -1.20,  1.22,  2.33,  2.14, 15.00,-44.37, -3.63,-81.58, -6.46,-105.03
Uptime 00:01:10, 25.26,  0.32, -0.39,  1.24, -4.28, 67.80,-35.71,-17.05, 13.88,-68.63, -5.11,-419.98; 32.93,  0.21, -0.28,  1.59, -8.89,  0.34,-35.86, -9.88,  7.34,-81.24, -6.44,-109.55
Uptime 00:01:10, 25.31, -0.27, -0.58,  0.94,-39.81, 73.52, 35.04,-30.47,-13.89,-72.86,  4.49,-415.50; 33.12, -0.22, -1.34,  1.48, 10.48,  6.87,-41.57,-41.79, -6.22,-79.14, -5.32,-114.87
Uptime 00:01:11, 25.26, -0.15, -0.51,  1.32, -4.37,-93.75, 56.38,-20.98, -5.97,-72.36, -7.05,-408.39; 33.02, -0.65, -0.55,  1.48,-67.46,-59.43,  5.79,-18.68,-22.26,-86.26,-12.11,-114.14
Uptime 00:01:11, 25.31, -0.08, -0.72,  1.13,-12.42, -5.78,-69.14,-32.42, -3.58,-73.13, -7.57,-417.31; 33.02, -0.00, -1.42,  1.56, 24.38,  4.67,-10.90,-42.42, -0.13,-82.30,-11.28,-115.55
Uptime 00:01:11, 25.26,  0.32, -0.78,  1.15, 16.76, 33.80,-84.26,-33.29, 13.10,-70.25, -3.48,-428.01; 32.93, -0.17, -0.30,  1.60,  3.54, 33.32,-17.99,-10.56, -5.81,-80.43, -6.79,-117.83
Uptime 00:01:11, 25.31,  0.30, -0.70,  1.59, 18.55, 59.19, 57.33,-23.35,  9.84,-67.02,  3.71,-420.79; 32.93,  0.14, -1.37,  1.71, 43.98, 44.11, -2.83,-38.60,  3.76,-74.16, -1.28,-118.19
Uptime 00:01:11, 25.26, -0.21, -1.02,  0.75, -3.47,-85.46, 59.85,-52.63, -9.51,-67.17, -6.90,-413.13; 32.93, -0.15, -0.59,  1.30,  3.15,-27.56, 30.17,-24.15, -6.03,-72.76, -4.59,-114.33
Uptime 00:01:11, 25.31,  0.27, -0.44,  1.31,-29.96, 33.96,-51.17,-18.23, 10.90,-69.89, -2.78,-419.57; 33.12,  0.04, -0.90,  1.27,-24.51,-13.81,-24.80,-35.21,  1.60,-75.04, -6.24,-117.45
Uptime 00:01:11, 25.26,  0.03, -1.00,  0.95,  4.67,  9.31,-83.30,-46.31,  1.09,-68.84, -1.60,-430.07; 33.02, -0.13, -1.11,  1.29, 34.45, 28.58, 12.89,-40.41, -4.25,-70.09, -2.50,-115.83
Uptime 00:01:11, 25.35,  0.22, -0.33,  1.34, 14.91,-10.42,-64.90,-13.65,  9.12,-65.86, -3.06,-438.38; 33.12,  0.06, -0.41,  1.63,-35.20,-30.73,-20.28,-14.07,  2.13,-73.39, -6.34,-118.42
Uptime 00:01:12, 25.31,  0.27, -0.76,  1.09,-16.48,-12.54, 23.19,-34.22, 11.35,-67.27, -4.77,-435.45; 32.98,  0.21, -1.19,  1.38, 11.23, 19.97,  7.09,-40.45,  6.58,-71.34, -3.88,-117.53
Uptime 00:01:12, 25.26, -0.23, -0.65,  1.02, -7.84, 68.59, 27.91,-31.70,-10.63,-67.52,  4.00,-431.94; 33.02,  0.11, -0.64,  1.17, 44.67, 38.44,-18.51,-28.56,  4.72,-64.97,  0.85,-119.86
Uptime 00:01:12, 25.31, -0.14, -0.56,  1.39,-23.88,-80.13, 31.18,-21.85, -5.18,-69.63, -6.10,-427.92; 33.02, -0.19, -0.92,  1.56,-42.27,-50.36,-25.29,-30.43, -6.09,-69.62, -5.42,-123.13
Uptime 00:01:12, 25.45,  0.03, -0.77,  1.12,  2.99,-10.81, -4.49,-34.59,  1.29,-68.55, -7.35,-428.49; 33.07, -0.20, -1.14,  1.26, 35.92, -1.23, 21.33,-41.89, -6.68,-64.60, -5.33,-120.42
Uptime 00:01:12, 25.40, -0.06, -0.82,  0.88, 31.84, 15.02,-64.29,-42.99, -2.77,-64.05, -5.27,-436.71; 33.07, -0.25, -0.64,  1.37, -7.32,-12.55,-12.62,-24.74, -9.30,-64.72, -6.61,-122.03
Uptime 00:01:12, 25.35,  0.26, -0.53,  1.45,-14.71,-15.21, 46.75,-19.93,  9.61,-64.98, -7.23,-430.82; 32.98,  0.08, -0.98,  1.57, -7.49,  3.85, 60.37,-31.97,  2.59,-64.99, -6.05,-114.42
Uptime 00:01:12, 25.40, -0.64, -0.62,  0.97, -7.52, 76.99,122.49,-27.99,-28.92,-65.17,  3.00,-415.39; 32.98,  0.15, -0.88,  0.85, 32.86, -6.04,-11.57,-45.34,  6.88,-60.54, -6.82,-115.88
Uptime 00:01:12, 25.45,  0.29, -0.48,  1.91, -3.78,-75.23, 34.57,-14.06,  8.27,-64.65, -7.18,-410.72; 33.07, -0.27, -1.03,  1.70,-48.57,-51.17, 41.39,-31.06, -7.65,-66.37,-13.30,-110.29
Uptime 00:01:13, 25.40, -0.11, -0.89,  0.66,-24.42, 22.48, -9.52,-52.90, -5.52,-67.43, -4.15,-411.92; 33.07, -0.08, -0.97,  0.39, 16.62,-26.49, 48.80,-67.41, -4.23,-64.34,-16.22,-104.14
Uptime 00:01:13, 25.35,  1.27, -0.21,  2.02, 43.17,-36.56, 39.76, -5.10, 31.99,-60.85, -9.22,-406.91; 33.16,  0.44, -1.06,  2.33, -8.42,-44.12, 25.20,-24.11,  9.81,-64.58,-21.54,-100.97
Uptime 00:01:13, 25.40, -0.26, -1.03,  0.47,-18.45,-20.04, 70.69,-62.33,-13.04,-63.19,-11.29,-397.87; 33.16, -0.33, -0.90,  0.48, 32.21,-19.27, 74.75,-57.08,-17.91,-60.39,-23.16,-91.40
Uptime 00:01:13, 25.40,  0.55, -0.14,  1.52,-65.96,-43.35,-65.86, -4.89, 19.78,-70.17,-16.81,-406.16; 32.98, -0.11, -1.29,  2.25,-23.84, -2.43, 51.20,-29.69, -2.32,-62.72,-22.95,-84.95
Uptime 00:01:13, 25.26,  0.23, -0.89,  0.49, 39.72,  3.12,-75.39,-58.77, 12.69,-65.04,-16.34,-415.66; 32.98,  0.08, -0.64,  0.74, 45.02,-35.46,-31.45,-40.44,  4.61,-56.71,-26.97,-88.91
Uptime 00:01:13, 25.40, -0.58, -0.44,  1.30,-41.61, 82.64,117.68,-17.30,-22.82,-69.30, -5.19,-400.60; 32.98,  0.40, -0.37,  1.52, -2.40, 14.93, 39.50,-13.15, 14.45,-56.14,-24.84,-83.86
Uptime 00:01:13, 25.35,  0.20, -0.89,  1.73, 82.42,-24.25,-24.24,-26.95,  5.93,-58.28, -8.20,-403.65; 33.07, -0.24, -0.81,  1.35,-26.11, 31.07,-32.09,-30.53, -8.84,-58.86,-20.33,-87.90
Uptime 00:01:13, 25.31,  0.24, -0.96,  0.68,-86.66,-65.15,-70.84,-53.41, 11.32,-69.14,-16.50,-412.79; 33.07, -0.10, -1.25,  0.65, -3.41,-52.32,-26.13,-62.37, -4.11,-59.36,-26.46,-91.27
Uptime 00:01:14, 25.45,  1.73,  0.06,  1.88, 72.00,  5.86, 43.83,  1.29, 42.61,-58.84,-16.30,-407.27; 33.16,  0.99, -1.02,  2.46,-57.36, 24.44, 38.14,-21.08, 20.36,-65.67,-23.32,-86.46
Uptime 00:01:14, 25.31, -0.26, -1.07,  0.37,-24.74, 37.22, 27.03,-66.80,-13.17,-62.05,-11.12,-403.86; 33.16, -0.29, -0.99,  0.47,  8.97, 38.90, 33.72,-61.01,-14.90,-64.47,-17.75,-82.22
Uptime 00:01:14, 25.45,  0.14, -0.22,  1.66,-46.52,-43.47,-95.84, -7.67,  4.64,-66.85,-16.48,-416.23; 33.07, -0.61, -1.40,  2.46,-10.49,-40.96, 30.72,-28.96,-12.13,-65.09,-22.33,-78.25
Uptime 00:01:14, 25.40,  0.34, -0.81,  0.39, 53.49,-46.08,-61.60,-57.45, 20.77,-60.05,-22.26,-423.99; 33.07,  0.06, -0.62,  0.60, 72.01,-67.28,-31.32,-45.44,  4.25,-55.80,-30.28,-82.20
Uptime 00:01:14, 25.35, -0.48, -0.58,  1.13,-76.65,133.15,100.93,-25.45,-20.85,-68.83, -4.95,-411.27; 33.07,  0.15, -0.83,  1.37,  5.09, 89.79, 46.91,-31.12,  5.40,-54.68,-18.69,-76.29
Uptime 00:01:14, 25.45, -0.04, -0.82,  1.71,117.57, 23.90,-44.70,-25.70, -1.14,-53.22, -1.83,-416.99; 33.07, -0.36, -1.19,  1.37, -7.11, 65.91,-57.69,-40.07,-11.28,-55.28, -9.82,-83.67
Uptime 00:01:14, 25.35,  0.31, -1.00,  0.51,-79.41,-69.41,-72.49,-59.00, 15.58,-63.14,-10.68,-426.13; 33.07, -0.01, -0.90,  0.39, 23.02,-87.08,-50.41,-66.57, -0.53,-52.67,-20.37,-90.03
Uptime 00:01:14, 25.45,  1.80, -0.22,  2.18, 42.84,112.18, 73.87, -4.55, 39.43,-56.68,  2.60,-416.82; 33.07,  0.85, -1.48,  2.46, 34.33, 12.60,-16.68,-29.57, 16.57,-47.96,-18.74,-92.13
Uptime 00:01:15, 25.40, -0.27, -1.02,  0.40, 28.41, 13.32,  9.12,-64.76,-14.04,-53.27,  4.50,-415.65; 32.98, -0.35, -0.83,  0.75, 35.89, 45.09, 20.19,-45.03,-17.51,-43.40,-12.36,-89.54
Uptime 00:01:15, 25.45,  0.16, -0.24,  1.52,-59.33,-31.64,-106.17, -9.03,  5.84,-59.72,  0.38,-429.03; 33.16, -0.13, -1.00,  2.09, -0.91,-32.26, 21.70,-25.59, -3.21,-43.16,-16.03,-86.81
Uptime 00:01:15, 25.49,  0.31, -0.97,  0.65, 44.77,-21.23,-57.59,-53.51, 14.96,-53.98, -2.59,-436.40; 33.16, -0.05, -0.69,  1.00, 21.37,-10.20,-36.10,-34.61, -2.27,-40.31,-16.94,-91.43
Uptime 00:01:15, 25.45, -0.60, -0.32,  1.23,-80.40, 76.53,100.25,-13.22,-25.28,-63.09,  7.42,-423.77; 33.07, -0.15, -0.92,  1.57,  1.49, 53.32, 31.47,-30.40, -4.74,-39.93, -9.93,-87.46
Uptime 00:01:15, 25.40,  0.24, -0.82,  1.47, 60.96,-45.04,-10.35,-29.02,  8.11,-54.88,  1.55,-425.07; 33.12, -0.27, -0.98,  1.13, -9.14, 22.67,-12.85,-40.10,-10.14,-41.06, -6.72,-89.08
Uptime 00:01:15, 25.45,  0.20, -0.70,  0.93,-98.45, -4.46,-72.81,-36.63,  9.78,-66.96,  0.76,-434.46; 33.21, -0.20, -0.85,  1.05, -9.55, 19.13,-10.33,-38.58, -8.46,-42.21, -4.00,-90.42
Uptime 00:01:15, 25.40,  0.54, -0.44,  1.69, 96.30,-23.44,-20.13,-14.08, 17.11,-54.01, -2.49,-437.00; 33.16,  0.50, -0.98,  1.56,  2.64,-42.73,  4.46,-31.04, 15.19,-41.67, -9.50,-89.85
Uptime 00:01:15, 25.45, -0.58, -0.74,  0.82,-74.08, 19.41, 89.33,-36.30,-27.65,-62.80,  0.51,-425.75; 33.16, -0.42, -0.86,  0.85,-16.94, 18.15, 39.27,-42.24,-19.12,-43.77, -6.69,-84.91
Uptime 00:01:16, 25.54, -0.49, -0.67,  1.66, 65.38,-62.62,-55.14,-21.18,-15.24,-53.77, -7.05,-432.80; 33.21, -0.32, -0.73,  1.78,-34.86,-50.72,-44.73,-22.04, -9.47,-47.71,-12.73,-90.63
Uptime 00:01:16, 25.49, -0.12, -0.84,  0.63,-67.74,-30.42,-46.47,-52.60, -6.75,-62.11,-10.53,-438.66; 33.21, -0.19, -0.89,  0.52, -3.20,-29.69,  9.88,-58.03,-10.32,-48.31,-15.93,-89.39
Uptime 00:01:16, 25.45,  1.34, -0.42,  2.00, 27.57, 32.21, 25.62, -9.83, 33.36,-57.66, -7.01,-435.43; 33.12,  0.73, -0.88,  2.16,-15.79,-14.81,-16.13,-21.05, 17.34,-49.71,-17.79,-91.42
Uptime 00:01:16, 25.40, -0.33, -1.06,  0.67,-18.52,-33.96, 39.85,-55.05,-14.77,-59.93,-10.84,-430.33; 33.16, -0.24, -1.04,  0.91, 15.46,-14.99, 32.01,-47.78, -9.90,-47.74,-19.12,-87.32
Uptime 00:01:16, 25.45,  0.31, -0.33,  1.91, 31.19,-48.45,-73.28, -9.53,  8.97,-55.08,-16.78,-439.56; 33.21, -0.13, -1.02,  2.00,-32.01,-31.65, -7.90,-26.84, -3.24,-51.27,-22.58,-88.32
Uptime 00:01:16, 25.40, -0.02, -0.94,  0.64,  0.56,-26.78,-76.24,-55.85, -1.12,-55.02,-19.78,-449.32; 33.21, -0.10, -0.95,  0.73, 16.38,-13.46, -0.74,-52.28, -4.75,-49.24,-23.72,-88.41
Uptime 00:01:16, 25.45,  0.41, -0.22,  1.64, -1.01, 80.48, 80.38, -7.57, 14.06,-54.20, -9.73,-439.19; 33.12,  0.21, -1.34,  2.41, -8.08, 60.95,-12.62,-28.86,  4.36,-49.83,-15.81,-90.00
Uptime 00:01:16, 25.49, -0.02, -0.92,  0.85, 31.75,-53.06, 23.53,-47.32, -1.07,-50.14,-16.07,-436.23; 33.16, -0.10, -0.92,  0.92, 57.23, -8.43, 30.74,-45.03, -4.25,-42.66,-16.44,-86.13
Uptime 00:01:17, 25.54,  0.67, -0.48,  1.80, 47.23,-27.78,-80.33,-14.05, 19.75,-43.45,-19.65,-446.59; 33.21, -0.11, -1.41,  1.95,-39.94,-23.33,-26.90,-35.72, -2.67,-47.57,-19.01,-89.60
Uptime 00:01:17, 25.49,  0.30, -0.79,  0.79, 16.97,-13.43,-88.81,-43.14, 14.95,-41.34,-21.22,-457.78; 33.12, -0.08, -0.68,  0.91, 88.18,-12.20,-24.13,-36.70, -4.24,-36.47,-20.05,-92.64
Uptime 00:01:17, 25.54,  0.54, -0.84,  1.82, -3.62, 23.19, -3.52,-23.79, 15.14,-41.44,-18.23,-458.23; 33.21,  0.14, -1.30,  1.59,-55.32, 27.77, 16.19,-39.24,  3.91,-43.35,-16.30,-90.60
Uptime 00:01:17, 25.49, -0.33, -0.67,  0.63,-12.16,-20.39, 33.79,-43.08,-19.93,-43.01,-20.05,-453.87; 33.26,  0.00, -0.55,  0.79, 69.81, 28.48, -1.43,-34.87,  0.20,-34.36,-12.38,-90.78
Uptime 00:01:17, 25.49, -0.02, -0.59,  1.52,-33.18,-38.46,-21.66,-21.21, -0.75,-46.67,-24.38,-456.60; 33.21, -0.31, -1.24,  1.55,-15.55,-59.22,-48.90,-38.02, -8.83,-36.35,-19.27,-96.94
Uptime 00:01:17, 25.45,  0.38, -0.72,  0.96,-14.97,-24.89,-43.04,-34.95, 17.36,-48.28,-27.31,-462.02; 33.31, -0.11, -0.74,  0.84, 33.78, 14.17, 23.56,-40.94, -5.57,-32.27,-17.02,-93.98
Uptime 00:01:17, 25.59, -0.03, -0.38,  1.66,-13.94,  2.67,-10.44,-12.86, -1.07,-49.32,-26.41,-463.36; 33.31,  0.10, -0.89,  1.65,-13.11,-26.17,-11.28,-28.18,  2.92,-33.83,-20.02,-95.42
Uptime 00:01:18, 25.45, -0.44, -0.56,  0.85,-32.89, 36.74, 94.75,-30.51,-23.53,-53.01,-20.87,-451.42; 33.21,  0.02, -0.56,  1.03,-16.62,-16.85,-10.54,-28.50,  1.15,-35.78,-21.72,-96.75
Uptime 00:01:18, 25.49,  0.24, -0.47,  1.89, 33.00,-21.99,  2.37,-13.91,  7.13,-48.12,-23.34,-451.12; 33.26, -0.14, -0.85,  1.67,-36.45,-11.34, -1.29,-27.04, -4.12,-40.11,-22.61,-96.91
Uptime 00:01:18, 25.54,  0.15, -0.93,  0.74,-68.05, 30.31,-32.76,-50.99,  7.00,-56.65,-19.24,-455.28; 33.12, -0.13, -0.88,  0.77,-34.77, 13.97, 18.40,-48.66, -6.38,-44.64,-20.27,-94.56
Uptime 00:01:18, 25.59,  0.97, -0.36,  1.78, 86.38,-53.56, 23.32,-10.08, 28.29,-45.05,-26.03,-452.34; 33.12,  0.49, -1.04,  1.86, 16.30,-42.67, 42.43,-28.32, 12.91,-42.30,-25.40,-89.21
Uptime 00:01:18, 25.54, -0.32, -1.10,  0.60,-44.65,-61.32, 52.66,-58.34,-14.36,-51.22,-33.34,-445.23; 33.21, -0.22, -1.03,  0.46, 11.19,-45.13, 43.26,-63.56,-10.79,-41.24,-30.64,-83.37
Uptime 00:01:18, 25.68,  0.79, -0.09,  1.97, 12.00,-11.11,-68.87, -2.46, 21.85,-48.77,-34.48,-453.91; 33.21, -0.05, -1.28,  2.46,-15.03,  5.96, 33.26,-27.59, -0.96,-42.83,-29.28,-79.18
Uptime 00:01:18, 25.54, -0.18, -0.96,  0.22, 21.86, -8.34,-44.62,-73.55,-10.43,-46.56,-34.61,-459.53; 33.21, -0.08, -0.83,  0.54, 50.99,  4.19,-21.37,-56.44, -4.41,-36.80,-28.08,-81.87
Uptime 00:01:18, 25.59, -0.06, -0.43,  1.59,-27.29, 82.15,135.50,-15.20, -2.01,-49.38,-23.49,-442.05; 33.21,  0.35, -0.69,  2.28, 24.53,-18.72, 46.19,-16.55,  8.43,-33.30,-30.06,-75.91
Uptime 00:01:19, 25.64, -0.06, -0.42,  1.34, 47.69,-41.61, -5.68,-17.39, -2.27,-42.86,-28.12,-442.77; 33.21, -0.37, -0.68,  1.65, -2.34, 40.49,-27.26,-21.89,-11.57,-33.36,-24.23,-79.35
Uptime 00:01:19, 25.49,  0.16, -0.98,  0.80,-90.84, -7.09,-55.81,-49.99,  7.34,-54.22,-28.58,-449.80; 33.21, -0.19, -1.08,  0.85,-19.14, 18.38, 22.14,-51.33, -7.67,-36.08,-21.32,-76.56
Uptime 00:01:19, 25.54,  0.92, -0.28,  1.73,127.35,-47.38, 28.83, -8.05, 27.63,-37.32,-34.50,-446.11; 33.26,  0.44, -0.93,  1.77,  6.89,-22.43, 12.31,-26.96, 12.42,-35.03,-23.95,-74.98
Uptime 00:01:19, 25.45, -0.32, -0.91,  0.63,-61.94,-11.21, 41.44,-52.44,-15.88,-45.27,-34.88,-440.89; 33.26, -0.33, -1.11,  0.70,  2.79,-13.22, 19.06,-55.21,-13.92,-35.09,-24.83,-72.58
Uptime 00:01:19, 25.59,  0.04, -0.40,  2.10, 61.72,-87.59,-89.39,-10.78,  1.13,-36.96,-45.02,-452.15; 33.26, -0.19, -1.04,  2.16,-50.66,-79.51, -3.57,-25.73, -4.48,-41.16,-34.06,-73.03
Uptime 00:01:19, 25.64,  0.24, -1.16,  0.38,-11.20, 22.30,-79.52,-69.01, 10.96,-39.01,-41.52,-462.41; 33.12,  0.09, -0.96,  0.66, 43.75,  4.95,-49.83,-54.92,  4.39,-35.91,-32.84,-79.46
Uptime 00:01:19, 25.68,  0.07, -0.41,  1.61,-29.96,133.41, 90.83,-14.27,  2.29,-42.22,-24.26,-450.96; 33.16,  0.28, -1.28,  2.46, 12.48, 30.00,-43.93,-27.32,  5.78,-34.19,-28.59,-84.99
