Time,A_Temp,A_AccX,A_AccY,A_AccZ,A_GyroX,A_GyroY,A_GyroZ,A_AccAngX,A_AccAngY,A_AngleX,A_AngleY,A_AngleZ;B_Temp,B_AccX,B_AccY,B_AccZ,B_GyroX,B_GyroY,B_GyroZ,B_AccAngX,B_AccAngY,B_AngleX,B_AngleY,B_AngleZ
Uptime 00:00:01, 22.95, -0.09,  0.08,  1.01,-12.47,  0.16,  5.82,  4.50, -4.93, -1.53, 22.66,  8.43; 28.32, -0.05, -0.08,  1.03,  5.06, -6.96, -4.30, -4.61, -2.59, -2.90, -4.39, -5.04
Uptime 00:00:01, 23.00,  0.04,  0.11,  0.98, -0.59,  3.02,  6.99,  6.36,  2.29, -1.44, 22.52,  9.29; 28.36,  0.02, -0.04,  0.97,  3.99, -4.85, -4.40, -2.10,  1.24, -2.40, -4.91, -5.58
Uptime 00:00:01, 23.00, -0.08,  0.06,  1.00, -4.41, 15.20,  1.80,  3.34, -4.65, -1.89, 24.03,  9.52; 28.46, -0.03, -0.09,  1.06, -0.11,  5.99, -1.56, -5.02, -1.41, -2.46, -4.05, -5.77
Uptime 00:00:02, 23.05, -0.00,  0.09,  0.98,  0.80, -1.88,  4.44,  5.04, -0.20, -1.65, 23.33, 10.06; 28.36, -0.01, -0.03,  1.00,  4.53, -4.96, -2.80, -1.94, -0.64, -1.91, -4.55, -6.12
Uptime 00:00:02, 23.00, -0.08,  0.06,  1.04, -2.88, 13.60,  3.36,  3.18, -4.58, -1.91, 24.60, 10.48; 28.41,  0.00, -0.07,  1.04, -3.44,  4.04, -2.59, -3.64,  0.03, -2.36, -3.97, -6.44
Uptime 00:00:02, 22.95, -0.01,  0.06,  0.97,  0.07, -1.66,  2.87,  3.28, -0.71, -1.80, 23.92, 10.84; 28.46, -0.01, -0.01,  1.00,  5.05, -4.53, -2.05, -0.70, -0.36, -1.71, -4.44, -6.70
Uptime 00:00:02, 23.00, -0.08,  0.04,  1.05,  0.69, 18.66,  3.91,  2.11, -4.29, -1.63, 25.78, 11.32; 28.55, -0.01, -0.05,  1.02, -6.85,  0.97, -5.03, -2.90, -0.56, -2.55, -4.23, -7.31
Uptime 00:00:02, 23.05, -0.02,  0.04,  0.93, -7.13, -4.37,  0.75,  2.32, -1.16, -2.41, 24.76, 11.41; 28.46,  0.01, -0.03,  1.01,  4.91, -4.93, -0.40, -1.46,  0.72, -1.94, -4.75, -7.36
Uptime 00:00:02, 23.00, -0.06,  0.03,  1.11,  4.49, 20.10,  6.43,  1.71, -2.97, -1.78, 26.78, 12.22; 28.65, -0.01,  0.04,  1.01,-12.72,  1.85, -4.83,  2.46, -0.61, -3.41, -4.42, -7.97
Uptime 00:00:02, 23.05, -0.08,  0.03,  0.92,-10.42, -1.24,  0.40,  1.62, -5.08, -2.98, 26.20, 12.27; 28.55, -0.02, -0.03,  1.01,  7.09, -2.48,  2.39, -1.53, -0.93, -2.51, -4.61, -7.67
Uptime 00:00:02, 23.05, -0.05,  0.04,  1.08,  1.53, 18.39,  0.37,  1.99, -2.77, -2.69, 27.98, 12.31; 28.65, -0.00,  0.00,  1.01, -9.18, -0.71, -4.39,  0.25, -0.21, -3.58, -4.60, -8.22
Uptime 00:00:03, 23.09, -0.07,  0.01,  0.95, -8.82, -4.21, -0.69,  0.68, -4.25, -3.69, 27.00, 12.23; 28.74, -0.00, -0.01,  1.00,  5.28, -3.63,  1.23, -0.56, -0.10, -2.89, -4.94, -8.07
Uptime 00:00:03, 23.05, -0.02,  0.02,  1.06,  1.59, 15.50,  1.16,  1.24, -1.13, -3.40, 28.35, 12.37; 28.69, -0.00,  0.02,  1.00, -5.15, -0.10, -5.68,  1.39, -0.28, -3.42, -4.85, -8.77
Uptime 00:00:03, 23.00, -0.08,  0.02,  0.95,-10.85, -1.44,  0.72,  1.42, -5.12, -4.64, 27.71, 12.46; 28.84, -0.02,  0.00,  1.00,  4.95, -3.38,  2.62,  0.04, -1.32, -2.74, -5.15, -8.44
Uptime 00:00:03, 23.14, -0.03,  0.02,  1.04,  0.83, 13.09,  2.03,  0.99, -1.92, -4.43, 28.79, 12.71; 28.69, -0.00,  0.02,  1.00, -4.92, -1.70, -4.08,  1.13, -0.15, -3.26, -5.25, -8.94
Uptime 00:00:03, 23.14, -0.05,  0.03,  0.95,-10.32,  0.53,  1.76,  1.93, -3.26, -5.54, 28.34, 12.93; 28.79, -0.01, -0.01,  0.99,  4.50, -2.80,  0.83, -0.31, -0.63, -2.66, -5.47, -8.84
Uptime 00:00:03, 23.14, -0.04,  0.03,  0.99, -2.01, 11.00,  4.06,  1.46, -2.51, -5.65, 29.17, 13.44; 28.69, -0.02,  0.01,  1.01, -3.27, -1.87, -5.81,  0.62, -1.05, -3.00, -5.57, -9.57
Uptime 00:00:03, 23.14, -0.07,  0.03,  0.95,-10.29,  2.47,  1.86,  1.89, -4.39, -6.74, 28.97, 13.66; 28.79, -0.03, -0.00,  0.99,  5.38, -3.74,  1.48, -0.27, -1.62, -2.29, -5.87, -9.38
Uptime 00:00:03, 23.09, -0.02,  0.04,  0.99, -2.38, 14.99,  1.77,  2.56, -1.12, -6.84, 30.22, 13.88; 28.88, -0.01,  0.01,  0.99, -3.47,  0.13, -3.59,  0.41, -0.66, -2.66, -5.73, -9.83
Uptime 00:00:04, 23.05, -0.09,  0.05,  0.96, -9.95,  0.73,  2.31,  2.70, -5.19, -7.89, 29.81, 14.18; 28.88, -0.04, -0.03,  0.98,  5.23, -3.58,  0.77, -1.69, -2.23, -1.99, -6.01, -9.73
Uptime 00:00:04, 23.09, -0.05,  0.09,  1.04, -7.84,  1.37,  4.50,  5.05, -2.98, -8.57, 29.44, 14.73; 28.88, -0.05, -0.03,  0.93, 10.86,  1.15,  1.70, -1.54, -2.90, -0.67, -5.70, -9.52
Uptime 00:00:04, 23.14, -0.30,  0.10,  0.86,-49.80,-18.51, 14.47,  6.29,-19.26,-14.28, 27.00, 16.51; 28.88, -0.12,  0.13,  0.91, 14.66,-19.61,  2.67,  7.92, -7.29,  1.27, -7.80, -9.19
Uptime 00:00:04, 23.05,  0.07,  0.15,  1.13, 20.10,-69.17, 13.77,  7.38,  3.74,-11.38, 17.92, 18.23; 28.98,  0.00,  0.09,  1.08,  3.09,-36.82, 12.64,  4.56,  0.12,  1.72,-12.16, -7.61
Uptime 00:00:04, 23.14,  0.22,  0.22,  0.99,-20.33,-24.22, 20.08, 12.32, 12.34,-13.38, 14.37, 20.72; 28.98,  0.18,  0.24,  0.86, 50.62,-26.67, 50.35, 15.31, 11.43,  8.14,-15.38, -1.37
Uptime 00:00:04, 23.14,  0.37, -0.17,  0.86, -2.96, 40.89, 18.73,-10.04, 23.27,-13.68, 18.70, 23.10; 28.93,  0.32,  0.27,  0.90, 36.34, 12.52, 54.28, 15.61, 19.16, 12.81,-13.90,  5.53
Uptime 00:00:04, 23.19,  0.42, -0.13,  0.89, 44.63, 79.49, 25.02, -7.27, 24.95, -8.17, 27.41, 26.18; 28.93,  0.44,  0.24,  1.10, 36.33, 17.85, 24.93, 11.49, 21.49, 17.16,-11.90,  8.59
Uptime 00:00:04, 23.14, -0.09,  0.50,  0.99, -8.04, 74.50, 81.05, 26.75, -4.67, -8.44, 35.94, 36.15; 28.93,  0.02,  0.35,  1.08,-25.21, 33.62,-43.84, 18.20,  0.98, 14.15, -7.63,  3.20
Uptime 00:00:05, 23.19, -0.27, -0.04,  1.09,-33.69, 55.70, 27.57, -2.03,-13.95,-12.48, 42.38, 39.62; 28.98, -0.13,  0.19,  0.78,-35.88, 49.64,-12.74, 13.68, -8.99,  9.71, -1.17,  1.60
Uptime 00:00:05, 23.14, -0.48, -0.03,  0.88, 14.68, 22.22,-15.48, -1.94,-28.81,-10.50, 44.78, 37.72; 28.93, -0.31, -0.19,  0.74, 37.83, 15.58, -5.06,-13.54,-22.28, 13.80,  1.18,  0.97
Uptime 00:00:05, 23.14,  0.02,  0.15,  0.95, -0.19,-130.33, -6.41,  8.79,  1.41,-10.13, 28.15, 36.93; 28.93, -0.05,  0.41,  1.28, 34.13,-52.44, 43.69, 17.73, -2.06, 17.99, -5.12,  6.35
Uptime 00:00:05, 23.09,  0.39,  0.26,  1.16,-38.65,-40.74,-57.57, 12.06, 18.00,-14.84, 21.80, 29.10; 29.02, -0.08,  0.40,  0.90,-50.60,-20.32, 71.00, 24.01, -4.37, 11.37, -7.64, 16.00
Uptime 00:00:05, 23.14,  0.42, -0.22,  1.05,-13.20, 57.11, 32.47,-11.21, 21.34,-16.40, 27.99, 33.19; 29.02,  0.09, -0.67,  0.92, 26.70,-21.67, -6.72,-35.91,  4.41, 13.72,-10.25, 15.16
Uptime 00:00:05, 23.19, -0.09, -0.17,  1.00, 17.62, 38.07, 34.79, -9.80, -4.89,-14.09, 32.22, 37.58; 29.02,  0.41, -0.02,  0.93, 66.08,-16.12,-19.99, -1.38, 23.60, 21.58,-12.51, 12.64
Uptime 00:00:05, 23.14,  0.00,  0.23,  0.74, 20.16, -0.10, 84.31, 17.27,  0.25,-10.94, 31.56, 48.37; 28.98,  0.14,  0.70,  0.83,-41.82,  3.68,-54.63, 40.00,  7.14, 16.70,-11.94,  5.64
Uptime 00:00:05, 23.28, -0.04,  0.09,  1.22,-42.71, 85.24,  5.39,  4.40, -1.88,-15.90, 41.50, 49.05; 29.07,  0.01,  0.01,  0.89,-46.86, 36.98,-33.04,  0.77,  0.57, 10.59, -7.15,  1.48
Uptime 00:00:06, 23.14, -0.48, -0.16,  0.91,  0.10, 30.65,  2.99, -8.61,-27.23,-15.74, 45.08, 49.43; 29.07, -0.10, -0.36,  0.88, 40.73, 46.72,  3.74,-22.02, -6.11, 15.09, -0.98,  1.96
Uptime 00:00:06, 23.19, -0.34,  0.08,  1.04, 12.71,-84.17, -2.05,  3.93,-18.29,-13.78, 34.16, 49.17; 29.07, -0.01,  0.32,  1.10, 67.37,-28.56, 69.34, 16.19, -0.73, 23.43, -4.47, 10.70
Uptime 00:00:06, 23.19,  0.29,  0.25,  0.85, -8.56,-48.77,-55.17, 15.89, 17.94,-14.25, 27.09, 42.22; 29.07, -0.16, -0.04,  0.92,-72.95, 31.00, 90.01, -2.66,-10.06, 13.90, -0.35, 22.04
Uptime 00:00:06, 23.24,  0.31, -0.23,  1.18,-26.27,  2.62,-16.98,-10.60, 14.41,-17.47, 26.59, 40.05; 29.07, -0.05, -0.27,  1.01,-41.17,-54.42,  5.20,-14.86, -2.79,  8.16, -7.11, 22.71
Uptime 00:00:06, 23.28,  0.15, -0.27,  0.89,  4.71, 64.19,-23.24,-16.45,  9.03,-16.87, 33.80, 37.12; 29.16,  0.25, -0.22,  0.86, 39.34,-32.27,-23.43,-13.85, 15.66, 12.58,-11.27, 19.75
Uptime 00:00:06, 23.14,  0.06,  0.09,  0.81, 36.05, 20.37,  5.25,  6.34,  4.46,-11.95, 35.55, 37.78; 29.16,  0.21,  0.41,  1.09, 50.22, -4.82, 12.47, 20.23, 10.05, 18.93,-11.84, 21.33
Uptime 00:00:06, 23.09, -0.03,  0.49,  1.07,-40.38, 47.12, 40.55, 24.58, -1.28,-16.29, 40.78, 42.97; 29.12,  0.11,  0.15,  0.99,-47.08, 18.71,-67.72,  8.46,  6.55, 12.82, -9.39, 12.66
Uptime 00:00:06, 23.24, -0.19, -0.04,  1.02,-40.61, 16.48,-15.95, -2.10,-10.66,-21.02, 42.21, 40.96; 29.07,  0.02,  0.02,  1.01,-11.21,  0.42,-70.94,  1.00,  1.34, 11.20, -9.18,  3.72
Uptime 00:00:07, 23.19, -0.21, -0.22,  0.95,  2.39, 22.76,-11.65,-12.72,-12.30,-20.55, 44.45, 39.48; 29.16,  0.01, -0.04,  0.90,  5.58, 24.95,-29.33, -2.32,  0.75, 11.62, -5.93,  0.02
Uptime 00:00:07, 23.24, -0.21,  0.10,  1.03, 25.49,-27.11,-30.55,  5.25,-11.73,-16.81, 40.37, 35.54; 29.12, -0.23,  0.21,  0.84, 31.35, 15.67, -6.59, 13.23,-14.93, 15.64, -3.51, -0.83
Uptime 00:00:07, 23.14, -0.13,  0.45,  0.88,  0.17,-28.34,-72.38, 26.86, -7.54,-15.92, 36.18, 26.35; 29.21, -0.10,  0.77,  1.09,-23.53, -0.42, 23.22, 35.37, -4.24, 13.11, -3.41,  2.12
Uptime 00:00:07, 23.19,  0.20,  0.09,  1.23,-53.86,-55.84,-39.56,  3.93,  8.98,-22.17, 28.38, 21.37; 29.21,  0.03, -0.00,  0.93,-60.59,-38.88, 23.55, -0.23,  1.68,  5.36, -8.18,  5.08
Uptime 00:00:07, 23.24,  0.33, -0.47,  0.98, -5.64, -5.29, -6.01,-24.63, 16.89,-22.93, 26.81, 20.60; 29.12,  0.12, -0.48,  0.87, 33.52,-27.75,-17.93,-28.91,  6.74,  8.88,-11.63,  2.79
Uptime 00:00:07, 23.19,  0.08, -0.13,  0.89, 31.30, 41.64, 11.70, -8.17,  4.85,-18.77, 31.32, 22.07; 29.21,  0.26,  0.23,  0.84, 54.41,-24.13,-21.38, 14.93, 16.64, 15.72,-14.71,  0.10
Uptime 00:00:07, 23.24,  0.03,  0.44,  0.80,  8.52, 30.02, 62.35, 28.88,  2.01,-16.74, 34.45, 30.11; 29.26,  0.41,  0.75,  1.10,-31.90,  3.56,-59.68, 32.56, 17.09, 12.02,-14.31, -7.60
Uptime 00:00:08, 23.19, -0.47,  0.05,  1.08,-36.47, 38.97,  1.63,  2.55,-23.32,-20.86, 39.04, 30.32; 29.35, -0.17, -0.11,  0.97,-58.48, 55.56,-47.90, -6.59, -9.58,  4.43, -6.97,-13.64
Uptime 00:00:08, 23.19, -0.14, -0.32,  0.83,-24.50,-23.92,  0.44,-20.63, -9.06,-23.88, 35.49, 30.38; 29.26, -0.07, -0.10,  0.92, 17.05, -1.63,-22.74, -6.20, -4.65,  6.32, -6.94,-16.50
Uptime 00:00:08, 23.28, -0.16, -0.05,  1.04, 26.20, -4.62,-11.16, -2.63, -8.85,-20.17, 34.38, 28.95; 29.35, -0.13,  0.22,  0.89, 13.53, -4.47,-22.33, 13.57, -8.31,  8.16, -7.19,-19.36
Uptime 00:00:08, 23.28, -0.09,  0.26,  0.84, 11.88, -9.76,-67.28, 17.17, -5.79,-17.94, 32.59, 20.40; 29.21,  0.00,  0.60,  1.25,-27.26, -2.16, 27.31, 25.64,  0.04,  5.15, -7.32,-15.92
Uptime 00:00:08, 23.33,  0.14,  0.17,  1.25,-54.00,-43.43,-56.06,  7.53,  6.14,-24.04, 26.49, 13.39; 29.35, -0.09,  0.25,  0.97,-37.95,-12.01, 19.14, 14.39, -4.97,  0.65, -8.55,-13.51
Uptime 00:00:08, 23.19,  0.12, -0.44,  1.00,-20.48, 15.57,-10.56,-23.75,  6.26,-26.61, 27.79, 12.04; 29.35,  0.05, -0.45,  0.86, 29.78,-53.77,-31.88,-27.66,  3.15,  3.82,-15.19,-17.59
Uptime 00:00:08, 23.24,  0.04, -0.19,  0.92, 42.87,-18.91, -2.76,-11.89,  2.46,-21.02, 24.85, 11.69; 29.26,  0.11,  0.16,  0.96, 50.71,-24.79,-11.72,  9.59,  6.58, 10.19,-18.08,-19.07
Uptime 00:00:08, 23.19,  0.13,  0.21,  0.86, 11.04, 19.84, 15.54, 13.40,  8.15,-18.97, 26.64, 13.65; 29.45,  0.15,  0.91,  1.21,-31.73,-26.07,-74.71, 36.70,  5.82,  6.81,-21.05,-28.48
Uptime 00:00:09, 23.19, -0.18,  0.07,  1.38,-24.99, 57.03,-25.42,  3.00, -7.53,-21.69, 33.47, 10.37; 29.40,  0.19,  0.08,  0.94,-47.18, 38.30,-52.45,  4.60, 11.64,  0.80,-16.02,-35.25
Uptime 00:00:09, 23.24, -0.29, -0.30,  0.96,-10.80,  1.86,-38.63,-16.93,-16.08,-22.93, 33.35,  5.51; 29.40, -0.09, -0.29,  0.96, 18.70, 35.64,-16.26,-16.59, -5.16,  2.76,-11.20,-37.29
Uptime 00:00:09, 23.28, -0.06,  0.04,  0.86, 28.23,-59.64,-55.28,  2.79, -4.07,-18.93, 25.40, -1.46; 29.40, -0.38,  0.06,  0.80, 49.06,-27.49,-29.50,  3.68,-25.22,  8.83,-13.87,-41.01
Uptime 00:00:09, 23.24,  0.11,  0.50,  0.99, -1.80,-72.97,-118.38, 26.68,  5.71,-18.24, 15.55,-16.73; 29.45,  0.25,  0.71,  1.04,-27.40,-61.06, -1.75, 33.43, 11.44,  5.86,-21.54,-41.24
Uptime 00:00:09, 23.19,  0.37, -0.03,  1.04,-77.51,-72.30,-48.03, -1.65, 19.47,-27.48,  5.93,-22.78; 29.49,  0.25, -0.13,  0.91,-43.44, -3.35,-10.77, -7.87, 15.43,  0.22,-21.83,-42.59
Uptime 00:00:09, 23.24,  0.60, -0.58,  0.88,-27.20,-16.94,-52.29,-28.59, 29.38,-30.91,  3.10,-29.47; 29.49,  0.22, -0.06,  0.96, 28.53,-18.16,-25.76, -3.37, 13.12,  3.73,-23.93,-45.89
Uptime 00:00:09, 23.28,  0.01, -0.14,  0.99, 16.23,128.86,-61.53, -8.14,  0.55,-28.45, 18.93,-37.23; 29.49,  0.30, -0.02,  1.05, 27.09, 34.74,-60.33, -1.17, 15.71,  6.98,-19.48,-53.49
Uptime 00:00:09, 23.24,  0.20,  0.19,  0.97,-34.00, 24.33,-52.41, 10.89, 11.48,-31.87, 21.33,-43.83; 29.40,  0.05,  0.31,  1.00,-53.82, 17.94,-115.00, 17.25,  2.89,  0.54,-16.93,-67.98
Uptime 00:00:10, 23.24, -0.18, -0.54,  1.04, 10.04,-15.43,-70.20,-27.04, -8.95,-30.50, 19.13,-52.89; 29.54, -0.08, -0.03,  0.95, 14.27,-59.58,-101.87, -2.10, -5.03,  2.29,-24.02,-81.12
Uptime 00:00:10, 23.28, -0.02, -0.19,  1.00, 47.41,-29.88,-15.22,-10.97, -0.88,-24.26, 15.08,-54.80; 29.54,  0.08,  0.17,  0.98, -3.66,-30.56,-62.69,  9.60,  4.37,  1.98,-27.40,-89.02
Uptime 00:00:10, 23.24, -0.13,  0.05,  1.04, 11.62,-25.90,-32.11,  2.85, -7.10,-22.28, 11.72,-58.85; 29.45,  0.13,  0.18,  1.02,-42.97,-20.65,-36.26, 10.11,  7.39, -3.16,-29.55,-93.59
Uptime 00:00:10, 23.38,  0.20,  0.11,  1.09,-11.80,-12.08,-27.17,  5.48, 10.17,-23.20,  9.77,-62.33; 29.54,  0.31, -0.04,  1.05, 13.29, -6.30,-25.33, -2.22, 16.45, -1.47,-30.08,-96.83
Uptime 00:00:10, 23.24,  0.06, -0.11,  0.92, -1.19, 38.86, 30.05, -6.86,  3.49,-23.02, 14.30,-58.54; 29.45,  0.26,  0.11,  1.00, 23.96, 12.49, -3.78,  5.81, 14.72,  1.63,-28.23,-97.31
Uptime 00:00:10, 23.28, -0.10,  0.07,  1.04,-17.03, 21.53, 67.68,  4.04, -5.35,-24.58, 16.78,-50.01; 29.54,  0.19,  0.12,  0.86,-19.53,-15.72,-17.59,  7.92, 12.63, -0.66,-29.86,-99.53
Uptime 00:00:10, 23.24,  0.18,  0.06,  1.04, 29.00, 24.86, 59.62,  3.39, 10.02,-20.39, 19.36,-42.38; 29.45, -0.03,  0.03,  1.11, 11.40, 29.29, 10.45,  1.49, -1.37,  0.82,-25.56,-98.19
Uptime 00:00:10, 23.28,  0.05,  0.11,  0.88,-17.11, 48.39, 48.83,  7.19,  3.50,-21.95, 24.88,-36.23; 29.45,  0.01,  0.17,  0.90, 17.05, 45.58, 24.80, 10.51,  0.66,  3.12,-19.44,-95.06
Uptime 00:00:11, 23.28, -0.11,  0.10,  1.04, -1.02, 38.27, 19.50,  5.42, -5.76,-21.54, 29.60,-33.58; 29.59, -0.14,  0.04,  0.97,-11.52, 10.40, -2.39,  2.17, -8.00,  1.56,-17.50,-95.39
Uptime 00:00:11, 23.33, -0.06,  0.09,  1.01,-11.78,-12.22, 10.31,  4.83, -3.42,-22.46, 27.57,-32.28; 29.49, -0.07,  0.13,  1.01, -3.44, -8.99,-13.52,  7.25, -3.98,  1.25,-18.18,-97.09
Uptime 00:00:11, 23.28, -0.11,  0.05,  0.90, 10.40,  1.12, 20.43,  3.43, -6.81,-20.66, 27.29,-29.71; 29.49, -0.15, -0.10,  0.98,  5.23, -6.76,-16.42, -5.72, -8.43,  1.76,-18.48,-99.16
Uptime 00:00:11, 23.33, -0.05,  0.09,  1.11, -0.04, -2.54,  2.87,  4.59, -2.53,-20.16, 26.48,-29.34; 29.49,  0.01,  0.13,  1.02,-10.40,-12.10,-25.10,  7.24,  0.41,  0.56,-19.64,-102.37
Uptime 00:00:11, 23.28, -0.05,  0.04,  0.95, -4.91, 10.71,  4.40,  2.48, -2.83,-20.32, 27.33,-28.79; 29.59, -0.04, -0.04,  1.02,  5.34,  9.88, -9.97, -2.21, -2.31,  1.16,-17.98,-103.63
Uptime 00:00:11, 23.33, -0.10,  0.08,  1.10,  1.33, 23.58,-10.84,  4.24, -5.31,-19.66, 29.80,-30.15; 29.59, -0.11,  0.11,  0.96, -7.69,  5.64, -2.42,  6.80, -6.47,  0.33,-16.80,-103.93
Uptime 00:00:11, 23.28, -0.14,  0.08,  0.90,-13.49, -2.43, -1.94,  4.76, -8.87,-20.86, 29.07,-30.40; 29.59, -0.08, -0.04,  1.03, 20.50, -3.28, -8.97, -2.10, -4.50,  2.85,-16.78,-105.08
Uptime 00:00:11, 23.24, -0.14,  0.06,  1.10, -1.20,  2.66,-11.66,  3.13, -7.48,-20.53, 28.97,-31.87; 29.68, -0.13,  0.20,  0.93,  1.66, -1.19,  3.55, 12.10, -7.48,  3.24,-16.44,-104.63
Uptime 00:00:12, 23.33,  0.01,  0.04,  0.92,  2.45,  2.22, -3.25,  2.53,  0.76,-19.76, 28.65,-32.29; 29.64,  0.01,  0.09,  1.01, 12.04, -3.40, -8.49,  5.35,  0.50,  4.78,-16.55,-105.71
Uptime 00:00:12, 23.19, -0.11,  0.12,  0.95, -2.64, 40.88,-18.32,  7.01, -6.46,-19.56, 33.30,-34.61; 29.64, -0.08,  0.18,  0.93, -6.33, 12.14, -5.43, 10.69, -5.04,  4.11,-14.59,-106.41
Uptime 00:00:12, 23.42, -0.33,  0.19,  0.99,-12.70, -5.73,  0.66, 10.40,-18.06,-20.53, 32.29,-34.53; 29.64, -0.20,  0.03,  1.04,  0.07, -2.71,  0.90,  1.53,-11.05,  4.06,-14.41,-106.30
Uptime 00:00:12, 23.28, -0.37,  0.08,  1.18, -1.43,-52.37, -5.79,  3.92,-17.34,-20.21, 25.52,-35.26; 29.73, -0.15,  0.26,  0.91,-15.69,-23.99, 10.03, 15.95, -8.79,  2.36,-16.91,-105.03
Uptime 00:00:12, 23.33,  0.18,  0.29,  0.83, -4.82,-23.75,-40.41, 19.08, 11.68,-20.02, 21.87,-40.31; 29.54, -0.05,  0.16,  1.11, 19.52,-23.84, 32.80,  8.08, -2.78,  4.87,-19.44,-100.93
Uptime 00:00:12, 23.38, -0.06,  0.13,  0.94,-27.25, -6.36,-24.06,  7.78, -3.75,-22.83, 20.72,-43.34; 29.73,  0.08,  0.15,  0.85, 15.60,-14.56, 35.86, 10.13,  5.15,  6.90,-20.95,-96.41
Uptime 00:00:12, 23.24,  0.06,  0.00,  0.88, -1.43,-22.25, 23.25,  0.26,  4.23,-22.54, 17.43,-40.37; 29.73,  0.02,  0.09,  0.89,  6.79,-45.38, 19.75,  5.60,  1.06,  7.73,-26.25,-93.89
Uptime 00:00:12, 23.33,  0.53,  0.18,  1.01, 33.23,-16.92, 42.64,  9.09, 27.32,-17.81, 14.44,-34.99; 29.64,  0.46,  0.02,  0.83,  8.28,-29.95,  4.57,  1.06, 28.70,  8.61,-29.99,-93.31
