Time,A_Temp,A_AccX,A_AccY,A_AccZ,A_GyroX,A_GyroY,A_GyroZ,A_AccAngX,A_AccAngY,A_AngleX,A_AngleY,A_AngleZ;B_Temp,B_AccX,B_AccY,B_AccZ,B_GyroX,B_GyroY,B_GyroZ,B_AccAngX,B_AccAngY,B_AngleX,B_AngleY,B_AngleZ
Uptime 00:03:42, 29.64, -0.06,  0.13,  1.18,  5.76,-87.01, 48.18,  6.35, -2.99, 32.15, 13.29,5605.97; 38.44, -0.04, -0.00,  1.23, 47.32,-85.56, 44.94, -0.04, -1.90,  4.17,-67.34,-1669.38
Uptime 00:03:42, 29.59,  0.25,  0.18,  0.63,  6.94, 17.96, 13.39, 14.85, 20.68, 32.70, 14.93,5607.74; 38.44,  0.55,  0.27,  1.06, -2.60,  2.37,  6.62, 12.74, 26.87,  4.01,-66.22,-1668.50
Uptime 00:03:42, 29.64,  0.07, -0.15,  1.32, 29.02, 58.28, 29.75, -6.30,  2.88, 35.62, 22.00,5611.61; 38.44, -0.12, -0.21,  1.16,-16.94, -9.51,-63.29,-10.39, -5.98,  1.56,-65.99,-1676.73
Uptime 00:03:42, 29.64,  0.01,  0.11,  0.87, 15.11,-14.11, -5.30,  7.14,  0.61, 36.99, 19.74,5610.91; 38.53, -0.18, -0.06,  0.84, 31.37,  6.75,-46.97, -3.86,-11.72,  5.48,-63.57,-1682.88
Uptime 00:03:43, 29.54,  0.03,  0.05,  1.01, 51.81, 17.59,  5.92,  2.99,  1.87, 43.06, 21.60,5611.70; 38.44,  0.13,  0.33,  1.23, 61.28,-11.08,-26.27, 14.95,  5.94, 13.66,-63.86,-1686.38
Uptime 00:03:43, 29.59,  0.11, -0.10,  0.89,-33.95, 11.85, 11.48, -6.15,  6.86, 37.75, 22.54,5613.19; 38.44,  0.02, -0.09,  0.83,-78.68, -3.86, 38.47, -6.45,  1.13,  3.23,-63.10,-1681.37
Uptime 00:03:43, 29.59,  0.41, -0.32,  1.04,  4.85, 24.79, -1.25,-15.93, 20.73, 37.30, 24.86,5613.03; 38.44,  0.02, -0.43,  1.05, 12.06,-10.52,-16.01,-22.44,  0.97,  4.27,-63.20,-1683.47
Uptime 00:03:43, 29.54, -0.15,  0.35,  0.88, 14.02,-26.53, 83.79, 21.17, -9.25, 38.80, 21.09,5624.17; 38.44, -0.34,  0.33,  1.12, 23.40, 19.82,-18.40, 15.67,-16.27,  7.54,-59.03,-1685.92
Uptime 00:03:43, 29.59, -0.00, -0.32,  1.06, -1.63,-30.52,-10.54,-16.59, -0.22, 37.49, 16.78,5622.80; 38.53,  0.01, -0.45,  0.97,-18.46,-57.91,-33.38,-25.10,  0.74,  4.54,-65.24,-1690.26
Uptime 00:03:43, 29.64,  0.03,  0.03,  0.93, 25.63,-10.53, 70.14,  2.12,  1.66, 40.05, 15.07,5631.92; 38.34, -0.17,  0.01,  0.85, 53.34, 27.68,  1.47,  0.56,-11.52, 11.25,-60.18,-1690.07
Uptime 00:03:43, 29.49,  0.14,  0.41,  1.08, 11.69,-24.29,  1.79, 20.44,  6.86, 41.18, 11.46,5632.16; 38.48, -0.04,  0.38,  1.35,-25.58,-55.42, 21.46, 15.66, -1.57,  8.01,-66.17,-1687.21
Uptime 00:03:43, 29.64,  0.48, -0.26,  0.92, -2.97, 53.21, 28.85,-13.93, 26.51, 39.69, 17.54,5635.94; 38.44, -0.07, -0.21,  0.92,-15.07, 45.18, 27.14,-12.73, -4.38,  5.66,-58.96,-1683.66
Uptime 00:03:44, 29.68, -0.03,  0.15,  0.77,  8.41,-21.97,  0.93, 11.11, -2.53, 40.21, 14.39,5636.06; 38.34, -0.08,  0.05,  0.89, 24.31,-59.63,  0.36,  3.33, -5.07,  8.76,-65.39,-1683.61
Uptime 00:03:44, 29.54,  0.28,  0.03,  1.19, 20.86,-67.85, 35.24,  1.50, 13.22, 42.09,  5.20,5640.64; 38.20,  0.28, -0.09,  1.17, 28.64,-56.65,-17.53, -4.04, 13.47, 12.15,-71.57,-1685.89
Uptime 00:03:44, 29.59,  0.02,  0.10,  0.72,-28.56, 93.80, 33.54,  8.12,  1.33, 37.75, 17.11,5645.03; 38.34, -0.31, -0.00,  0.75,-30.92, 16.46,-28.25, -0.25,-22.60,  7.93,-67.57,-1689.59
Uptime 00:03:44, 29.54,  0.29, -0.52,  1.12,  2.68,  5.39,-17.56,-24.29, 13.36, 36.86, 17.20,5642.70; 38.34,  0.35, -0.44,  1.02,-23.33, -1.25,-33.85,-22.26, 17.37,  4.29,-66.73,-1694.09
Uptime 00:03:44, 29.59,  0.05,  0.30,  0.97, 32.79, 36.32, 25.02, 16.83,  2.73, 40.66, 21.47,5645.98; 38.34, -0.18,  0.19,  1.03, 48.12, 27.80,-46.37, 10.45, -9.95, 10.59,-61.63,-1700.17
Uptime 00:03:44, 29.64, -0.02,  0.50,  1.07,-16.85,-45.85,-29.45, 25.08, -1.01, 38.19, 15.17,5642.12; 38.20, -0.11,  0.23,  1.06,-23.64,-62.09,-24.08, 11.99, -5.56,  7.58,-68.26,-1703.32
Uptime 00:03:44, 29.59,  0.14, -0.07,  1.14,  8.83,-17.50, 34.29, -3.40,  6.90, 38.51, 12.45,5646.68; 38.11, -0.16,  0.10,  1.08,-36.16, -5.92, 16.10,  5.34, -8.41,  2.82,-67.50,-1701.18
Uptime 00:03:45, 29.64,  0.41, -0.12,  0.93, 15.67,  0.95, 40.26, -6.56, 23.44, 39.61, 11.85,5651.91; 38.34,  0.39, -0.30,  0.80, 14.73,-40.93, 41.89,-18.58, 24.77,  4.27,-71.86,-1695.74
Uptime 00:03:45, 29.59,  0.18,  0.12,  0.68, 41.90, 74.98, 35.63,  9.63, 14.60, 44.34, 20.88,5656.54; 38.20, -0.31,  0.26,  1.25, 51.49, 76.37,-19.26, 11.50,-13.43, 10.98,-60.42,-1698.24
Uptime 00:03:45, 29.64, -0.15, -0.15,  0.95,-40.82,-52.61,  9.85, -8.74, -9.06, 37.96, 13.78,5657.85; 38.39,  0.04, -0.02,  0.89,-36.89,-50.23,-36.36, -1.20,  2.82,  5.92,-65.82,-1703.07
Uptime 00:03:45, 29.59,  0.15, -0.32,  1.08, 34.42,-13.57, 50.33,-16.52,  7.50, 41.26, 11.63,5664.40; 38.20, -0.05, -0.34,  1.00, 23.72, -6.82,-16.59,-18.88, -2.93,  8.45,-65.31,-1705.23
Uptime 00:03:45, 29.73,  0.36,  0.73,  0.97, 13.49, 10.93,-22.57, 35.13, 16.63, 42.88, 12.48,5661.42; 38.20,  0.34,  0.36,  1.30, 10.67, -3.85, 22.73, 15.06, 14.06,  9.96,-64.78,-1702.23
Uptime 00:03:45, 29.54,  0.36, -0.60,  0.88,-28.11, 36.15, 29.62,-32.49, 18.80, 37.76, 16.49,5665.30; 38.20,  0.22, -0.45,  0.85,-38.57, 40.05,  3.38,-27.43, 12.95,  4.26,-58.60,-1701.79
Uptime 00:03:45, 29.64, -0.08,  0.12,  0.90, 25.96,  6.58, 25.02,  7.37, -4.97, 40.49, 17.11,5668.58; 38.20, -0.01, -0.02,  0.94, 45.95,-44.20,  9.57, -1.21, -0.40, 10.05,-63.10,-1700.53
Uptime 00:03:45, 29.64,  0.73,  0.39,  0.60, 16.05,-14.62, 61.69, 22.63, 45.59, 42.21, 13.96,5676.72; 38.20,  0.37,  0.50,  1.09,  8.21,  6.08,-24.72, 23.63, 16.97, 11.39,-61.39,-1703.80
Uptime 00:03:46, 29.64, -0.40, -0.37,  1.13, 20.22, 18.81, 16.81,-16.93,-18.79, 43.60, 16.46,5678.90; 38.20, -0.21, -0.43,  1.13,-34.17,-51.08,-41.20,-20.46,-10.12,  6.39,-66.47,-1709.15
Uptime 00:03:46, 29.64,  0.35,  0.18,  0.97, 25.81,-12.82, 38.96,  9.74, 19.61, 46.24, 14.09,5684.01; 38.29, -0.01,  0.02,  0.91, 45.51, 34.23, 18.73,  1.04, -0.37, 12.13,-60.74,-1706.70
Uptime 00:03:46, 29.64,  0.38,  0.11,  0.61,  7.26, 18.12, 41.40,  8.98, 31.24, 46.43, 15.53,5689.47; 38.29,  0.00,  0.05,  1.38, -8.80, 18.12,-21.67,  2.02,  0.04, 10.79,-57.18,-1709.56
Uptime 00:03:46, 29.68,  0.22, -0.21,  1.00,-23.38, 17.30,  4.15,-11.39, 12.37, 42.30, 17.17,5690.01; 38.25,  0.03, -0.09,  1.00,-16.81, 27.82,  8.91, -5.15,  1.80,  8.33,-52.53,-1708.40
Uptime 00:03:46, 29.78,  0.04,  0.08,  1.04,-11.29, -0.87,-17.68,  4.39,  2.47, 40.09, 16.67,5687.70; 38.25, -0.13, -0.22,  0.89,  7.37,-70.72,-10.57,-13.68, -8.12,  8.83,-60.39,-1709.79
Uptime 00:03:46, 29.64,  0.42,  0.30,  1.05, -1.15,-80.59, 26.38, 14.91, 20.91, 39.43,  4.94,5691.36; 38.29,  0.61,  0.10,  0.70, 49.73, -3.54,-35.07,  6.25, 40.58, 15.56,-60.48,-1714.66
Uptime 00:03:46, 29.68, -0.17,  0.05,  0.84,-14.68, 30.84, 34.38,  3.54,-11.67, 36.84,  9.00,5695.83; 38.20,  0.01, -0.01,  0.83,-50.81,-35.80,-54.95, -0.51,  0.81,  8.76,-63.84,-1721.81
Uptime 00:03:46, 29.64,  0.40, -0.16,  1.06, 24.24, 26.47,  8.81, -7.83, 20.49, 39.11, 11.86,5697.00; 38.29,  0.22, -0.31,  1.16, -3.72, 40.26,-37.01,-14.62, 10.17,  7.81,-57.52,-1726.73
Uptime 00:03:47, 29.68, -0.06,  0.24,  0.98, 15.02, 30.86, 36.93, 13.61, -3.59, 40.54, 15.69,5701.88; 38.29, -0.04,  0.05,  0.64, 33.83, 28.12,-22.36,  4.26, -3.90, 12.11,-52.66,-1729.68
Uptime 00:03:47, 29.64,  0.13,  0.22,  1.04,-70.27,-80.12,-41.47, 11.75,  7.11, 31.01,  5.02,5696.49; 38.20,  0.22, -0.02,  1.07,-28.78,-72.55,-15.09, -0.93, 11.81,  8.19,-61.08,-1731.64
Uptime 00:03:47, 29.59,  0.23, -0.03,  1.01,-16.74, 34.40, 19.37, -1.57, 12.97, 28.18,  9.15,5699.07; 38.29, -0.16, -0.02,  1.00,-27.20,-17.72,  6.54, -0.97, -9.17,  4.46,-61.99,-1730.77
Uptime 00:03:47, 29.64,  0.58, -0.12,  0.84, 48.62, 17.86, 31.65, -6.48, 34.41, 33.68, 10.55,5703.18; 38.20,  0.37, -0.27,  1.02,-13.55,  0.22,  3.09,-13.71, 19.21,  2.37,-61.10,-1730.37
Uptime 00:03:47, 29.78, -0.47,  0.28,  0.96, 14.18, 81.92, 95.14, 14.90,-25.40, 35.12, 21.37,5715.64; 38.29, -0.71,  0.19,  1.04,-37.32, 12.55,-43.99,  8.38,-33.96, -2.30,-57.59,-1736.13
Uptime 00:03:47, 29.73,  0.09, -0.10,  1.09, 10.31,-48.40,  3.68, -5.38,  4.60, 35.66, 14.54,5716.13; 38.29,  0.07, -0.24,  0.90, -0.05,-31.59,-30.33,-14.58,  4.05, -2.55,-60.64,-1740.17
Uptime 00:03:47, 29.78,  0.21,  0.01,  1.15, 14.79, 21.92, 26.11,  0.54, 10.42, 36.84, 16.83,5719.53; 38.29,  0.05, -0.21,  0.88, 25.05, 23.36,  4.01,-13.18,  3.12,  0.42,-56.51,-1739.64
Uptime 00:03:48, 29.73, -0.06,  0.38,  0.87,-51.84,-34.14, 13.83, 23.69, -3.46, 29.92, 12.18,5721.34; 38.20, -0.19,  0.11,  0.88,-61.29,-69.94,  4.48,  6.67,-11.83, -7.32,-64.12,-1739.06
Uptime 00:03:48, 29.78,  0.50, -0.52,  0.91,  5.81, 36.47, 42.64,-26.60, 25.69, 29.55, 16.18,5727.01; 38.29,  0.05, -0.58,  1.01, -7.99, 29.19, -5.41,-29.91,  2.46, -8.81,-59.08,-1739.78
Uptime 00:03:48, 29.64,  0.19,  0.32,  1.27, 14.24,-39.56, 57.48, 13.90,  8.20, 31.05, 10.65,5734.48; 38.29,  0.08,  0.04,  0.89, 35.80,-53.63,-31.15,  2.58,  5.17, -4.02,-64.84,-1743.83
Uptime 00:03:48, 29.68, -0.03,  0.14,  0.91, -5.35, 72.83, 30.91,  8.48, -1.82, 29.90, 19.97,5738.59; 38.20, -0.01,  0.06,  0.88,-38.52, 26.23,-31.98,  4.19, -0.56, -8.88,-60.11,-1748.08
Uptime 00:03:48, 29.73, -0.12, -0.36,  1.01,  4.94,-59.46, 62.66,-19.30, -6.63, 29.55, 12.07,5746.80; 38.20, -0.08, -0.37,  0.96,  6.88,-34.17, -3.47,-21.04, -4.33, -8.24,-63.21,-1748.53
Uptime 00:03:48, 29.68,  0.09,  0.50,  0.81, 39.47,  7.01,-10.32, 31.61,  5.46, 34.62, 12.61,5745.46; 38.20, -0.28,  0.19,  0.79, 19.93,  1.50, 39.99, 12.91,-19.24, -5.28,-61.37,-1743.34
Uptime 00:03:48, 29.73,  0.76, -0.39,  1.06,-39.47, 20.35,  3.57,-16.80, 33.88, 28.49, 14.31,5745.93; 38.29,  0.50, -0.51,  1.18,-69.10, 13.39, 18.10,-21.90, 21.15,-14.55,-58.83,-1740.95
Uptime 00:03:48, 29.73,  0.09,  0.04,  0.76, -5.56, 28.25, 31.05,  3.04,  6.51, 27.26, 17.52,5750.00; 38.20,  0.06, -0.05,  0.98, -0.08,-34.15,-32.48, -3.12,  3.44,-14.33,-62.11,-1745.20
Uptime 00:03:49, 29.73,  0.00,  0.18,  1.08, 22.25, -3.34,-22.89,  9.41,  0.18, 29.74, 16.74,5747.02; 38.29, -0.03, -0.18,  1.01, 41.87,-46.82,  2.12,-10.07, -1.56, -8.91,-66.80,-1744.93
Uptime 00:03:49, 29.68,  0.33,  0.26,  0.75, 10.56, -8.18, 16.95, 17.32, 22.54, 30.86, 14.90,5749.26; 38.34,  0.21,  0.33,  1.18, 18.62, 26.58, -1.99, 15.35,  9.86, -6.02,-62.22,-1745.19
Uptime 00:03:49, 29.68, -0.10, -0.14,  0.79,-15.14,  8.09, 13.71, -9.86, -6.82, 28.11, 15.77,5751.04; 38.25, -0.01,  0.07,  0.87,-51.69,-52.33,-55.73,  4.74, -0.92,-12.39,-67.63,-1752.43
Uptime 00:03:49, 29.78,  0.75, -0.34,  1.13, 34.16, 51.99,  3.08,-13.89, 32.44, 31.63, 21.43,5751.44; 38.20,  0.19, -0.58,  1.20, 12.19, 76.84,-51.58,-25.62,  8.23,-11.10,-56.65,-1759.14
Uptime 00:03:49, 29.78, -0.05,  0.36,  0.88, 21.95, 16.66, 57.33, 22.04, -2.84, 34.27, 23.21,5759.01; 38.29,  0.04,  0.17,  0.47, 45.98,-13.82,-15.23, 19.31,  4.54, -4.54,-57.40,-1761.15
Uptime 00:03:49, 29.64,  0.20,  0.10,  1.00,-88.33,-22.99,-36.26,  5.71, 11.31, 22.45, 19.59,5754.30; 38.25, -0.22, -0.32,  1.04,-57.55,-35.27, -9.64,-16.97,-11.19,-12.12,-60.52,-1762.40
Uptime 00:03:49, 29.78,  0.15,  0.14,  1.04,-12.31,-16.53, 26.98,  7.65,  8.02, 20.55, 16.88,5757.89; 38.25, -0.29,  0.07,  1.15,-25.82,-26.85, 21.18,  3.35,-14.31,-15.18,-62.52,-1759.58
Uptime 00:03:50, 29.73,  0.58, -0.03,  0.93, 18.56, 10.29, 33.65, -1.46, 32.06, 22.49, 17.23,5762.29; 38.29,  0.52, -0.27,  0.80, 13.11,  2.38,  0.94,-15.92, 31.60,-13.51,-61.60,-1759.46
Uptime 00:03:50, 29.78, -0.45,  0.21,  0.83,  6.94,102.38, 81.54, 12.63,-27.75, 23.18, 30.48,5772.89; 38.29, -0.76, -0.01,  0.93,-48.19,  1.96,-58.28, -0.28,-39.51,-19.39,-59.32,-1767.04
Uptime 00:03:50, 29.82,  0.16, -0.01,  1.14, 15.89,-43.08, 27.56, -0.30,  7.86, 24.76, 24.14,5776.53; 38.34,  0.01, -0.19,  0.88,  3.81,-21.72,-27.76,-11.87,  0.95,-18.74,-60.97,-1770.70
Uptime 00:03:50, 29.68,  0.03,  0.05,  1.43, 19.83,-52.95, 50.47,  2.15,  1.26, 26.86, 16.83,5783.14; 38.34, -0.25, -0.29,  0.65, 45.44,-25.56, 35.11,-22.86,-19.70,-12.99,-62.63,-1766.10
Uptime 00:03:50, 29.73,  0.28,  0.22,  0.81,-70.14, 30.79,  1.33, 14.27, 18.51, 17.67, 20.05,5783.31; 38.34, -0.13, -0.06,  0.72,-75.32, -2.96, 36.97, -4.92,-10.47,-22.42,-61.55,-1761.30
Uptime 00:03:50, 29.78,  0.51, -0.36,  1.13, 26.15, 17.83, 23.17,-16.06, 23.47, 20.38, 21.49,5786.37; 38.25, -0.09, -0.81,  1.27,  4.25, 16.46,-13.85,-32.56, -3.32,-22.08,-58.12,-1763.13
Uptime 00:03:50, 29.73,  0.15,  0.27,  0.93,  7.12,-11.80, 49.20, 15.81,  8.98, 21.19, 19.37,5792.77; 38.34,  0.36,  0.04,  0.62, 70.65,-72.27,-24.56,  3.47, 30.27,-12.57,-66.77,-1766.32
Uptime 00:03:50, 29.87, -0.24,  0.18,  1.02,-27.15, 36.75,-16.73,  9.64,-13.22, 17.42, 24.04,5790.54; 38.25, -0.06, -0.17,  0.87,-57.75, -6.43,-51.96,-11.22, -3.78,-20.07,-66.20,-1773.23
Uptime 00:03:51, 29.82,  0.17, -0.15,  1.02, 39.38,-17.36, 77.56, -8.04,  9.41, 21.93, 21.16,5800.63; 38.25,  0.05, -0.30,  1.02, 53.09, 26.12,  1.87,-16.36,  2.79,-13.23,-61.60,-1772.99
Uptime 00:03:51, 29.78,  0.17,  0.45,  0.96, 45.37,-18.53, 19.65, 24.68,  9.03, 27.76, 18.20,5803.18; 38.25, -0.25,  0.21,  0.72, 15.54,-22.27, 51.37, 15.42,-18.64,-10.67,-62.84,-1766.31
Uptime 00:03:51, 29.82,  0.30, -0.11,  1.09,-18.40, 29.56, 26.00, -5.75, 15.54, 24.70, 21.37,5806.64; 38.34, -0.16, -0.35,  1.08,-48.77, 45.77, 66.35,-17.78, -8.10,-17.17,-55.45,-1757.48
Uptime 00:03:51, 29.78,  0.20,  0.18,  1.01,  8.57,  1.91, 29.68, 10.18, 10.94, 25.50, 20.97,5810.50; 38.25, -0.07, -0.02,  0.80,  6.12,-29.05,-23.46, -1.29, -5.31,-16.08,-57.94,-1760.53
Uptime 00:03:51, 29.92, -0.05,  0.14,  1.30, 49.46,-104.53, 31.42,  6.29, -2.02, 31.41,  7.27,5814.58; 38.25,  0.04, -0.11,  1.77, 36.07,-117.95, 35.28, -3.69,  1.18,-11.23,-71.83,-1755.95
Uptime 00:03:51, 29.68,  0.07, -0.06,  0.83, -7.11, 54.20, 67.34, -4.27,  4.72, 29.77, 14.10,5823.54; 38.25, -0.23,  0.21,  0.74,-19.58, 47.88, 38.07, 15.36,-16.50,-13.25,-63.82,-1750.88
Uptime 00:03:51, 29.73,  0.37, -0.35,  1.24,-11.01, 49.09, 21.91,-15.22, 16.10, 27.47, 19.75,5826.39; 38.25,  0.20, -0.43,  1.15,-44.23,  8.31,-37.69,-20.23,  9.14,-19.03,-61.67,-1755.78
Uptime 00:03:51, 29.82,  0.13,  0.25,  0.90,  5.81,  2.15, 42.93, 15.31,  8.04, 28.13, 19.53,5833.21; 38.29,  0.02,  0.18,  0.60,  6.57, 11.91,-23.24, 16.39,  2.14,-17.30,-58.62,-1759.48
Uptime 00:03:52, 29.78,  0.02, -0.48,  1.25,-42.02,-57.56, -0.78,-21.18,  0.96, 21.67, 11.62,5833.11; 38.25,  0.27, -0.34,  1.15,-39.06,-69.07,-36.28,-15.90, 12.68,-22.36,-66.71,-1764.30
Uptime 00:03:52, 29.82, -0.04,  0.19,  1.04, -2.42,  9.44, 26.03, 10.18, -2.09, 21.13, 12.63,5836.49; 38.34, -0.46,  0.06,  1.07,-37.82,-17.95, 26.22,  2.99,-22.99,-26.67,-67.20,-1760.89
Uptime 00:03:52, 29.78,  0.45, -0.23,  1.06, 18.25,  5.09, 23.79,-11.36, 22.53, 22.97, 12.62,5839.80; 38.25,  0.56, -0.59,  0.84, 29.40,-32.65, -5.47,-30.35, 28.68,-22.74,-70.88,-1761.66
Uptime 00:03:52, 29.73, -0.04,  0.30,  0.97,  4.60, 81.07,117.66, 17.33, -2.42, 23.45, 22.82,5855.21; 38.25, -0.62,  0.02,  0.91,-35.04, 15.71,-46.53,  1.28,-34.42,-26.76,-66.76,-1767.75
Uptime 00:03:52, 29.78,  0.25, -0.11,  1.06,-22.37,-22.43, -7.18, -6.04, 13.21, 20.01, 19.24,5854.28; 38.25,  0.09, -0.13,  0.86,-17.75, 13.65,-54.31, -8.39,  6.15,-28.65,-63.80,-1774.81
Uptime 00:03:52, 29.82, -0.28, -0.14,  0.92, 46.99,-35.48, 46.29, -8.11,-16.74, 25.52, 14.60,5860.39; 38.25, -0.29, -0.14,  1.10, 13.52,-31.28,  1.11, -6.93,-14.44,-26.47,-66.29,-1774.66
Uptime 00:03:52, 29.87,  0.24,  0.63,  0.86, 26.73,-25.02,-14.72, 35.35, 12.59, 29.12, 10.87,5858.48; 38.25,  0.14,  0.35,  1.06,-23.70,-28.75, 38.56, 18.11,  6.90,-28.60,-68.76,-1769.65
Uptime 00:03:53, 29.73,  0.36, -0.55,  1.00, 12.10, 45.89, 53.59,-27.13, 17.73, 29.55, 16.19,5865.50; 38.25,  0.12, -0.34,  0.90,-26.30, 15.59, 11.26,-20.36,  7.27,-31.81,-65.53,-1768.18
Uptime 00:03:53, 29.87,  0.12, -0.04,  0.88, 35.95, 33.13, 36.29, -2.26,  7.82, 33.60, 20.03,5870.32; 38.25, -0.08, -0.11,  0.99, 28.01, -8.81, 21.12, -6.34, -4.77,-27.65,-65.27,-1765.37
Uptime 00:03:53, 29.82,  0.42,  0.33,  0.90, 33.75,-34.08, 69.05, 18.55, 23.50, 37.60, 14.82,5879.30; 38.25,  0.00,  0.43,  1.10,  2.99, 22.31,-10.43, 21.45,  0.15,-26.28,-61.13,-1766.72
Uptime 00:03:53, 29.78, -0.25, -0.36,  1.01, 12.65, -1.40, 33.49,-19.29,-12.98, 38.07, 14.60,5883.65; 38.34, -0.17, -0.53,  1.01, -2.66,-24.03,-14.65,-27.22, -8.48,-26.64,-62.80,-1768.63
Uptime 00:03:53, 29.82,  0.02,  0.07,  1.02, 32.66, 16.23, 51.51,  3.83,  1.04, 41.68, 16.42,5890.56; 38.25, -0.24,  0.02,  0.90,  5.40,  4.89,-13.98,  1.45,-14.79,-25.37,-60.60,-1770.50
Uptime 00:03:53, 29.68,  0.12,  0.37,  1.17, 21.87,-30.78, 19.62, 17.26,  5.71, 43.98, 12.06,5893.11; 38.25, -0.36, -0.03,  0.69, 27.84, -5.17, 13.28, -2.53,-27.38,-21.37,-59.50,-1768.77
Uptime 00:03:53, 29.73,  0.31, -0.06,  1.01,-22.17, -2.00, 27.74, -3.38, 16.96, 40.16, 11.22,5896.77; 38.25, -0.10, -0.19,  1.02,-50.63, 16.60,  8.96,-10.58, -5.61,-27.70,-56.05,-1767.59
Uptime 00:03:53, 29.92,  0.20, -0.06,  0.78,-27.59, 33.73, 21.49, -4.46, 13.99, 35.73, 15.04,5899.58; 38.25, -0.09, -0.09,  0.84, -7.32,  0.63,-27.90, -6.05, -5.96,-28.21,-54.73,-1771.25
Uptime 00:03:54, 29.92, -0.05, -0.12,  1.07,  2.86, -0.03,-20.57, -6.56, -2.53, 35.24, 14.79,5896.91; 38.15, -0.14, -0.33,  1.00, 12.36,-37.88,-21.50,-18.23, -7.40,-26.43,-58.31,-1774.04
Uptime 00:03:54, 29.87,  0.33,  0.20,  0.95,  0.36,-87.01, 36.58, 11.33, 18.93, 34.81,  2.86,5901.74; 38.25,  0.43, -0.11,  1.13, 11.78,-45.05, 11.18, -4.99, 20.74,-24.48,-63.39,-1772.57
Uptime 00:03:54, 29.96, -0.00,  0.15,  0.67, -0.10, 57.96, 49.71, 12.75, -0.06, 34.36, 10.19,5908.20; 38.34, -0.08,  0.22,  0.71,-31.85, 11.50, 28.83, 17.50, -6.20,-27.70,-60.53,-1768.82
Uptime 00:03:54, 29.87,  0.16, -0.40,  0.94, -5.26, 24.12, 12.47,-22.67,  8.71, 32.54, 12.91,5909.83; 38.25,  0.08, -0.50,  0.99, -5.67, -8.50,-34.14,-26.53,  4.33,-28.40,-60.50,-1773.29
Uptime 00:03:54, 29.82, -0.02,  0.10,  1.04, 35.46, 35.91, 28.85,  5.60, -0.97, 36.66, 17.38,5913.70; 38.25, -0.08, -0.01,  1.12, 17.08, 36.48,-41.50, -0.48, -4.32,-25.60,-54.42,-1778.85
Uptime 00:03:54, 29.78,  0.00,  0.19,  1.15, 18.79,-16.35, -6.58,  9.59,  0.13, 38.51, 14.95,5912.85; 38.25, -0.33, -0.13,  0.52, 45.73,-34.26,-19.64,-11.65,-31.13,-19.50,-57.07,-1781.40
Uptime 00:03:54, 29.87,  0.46, -0.06,  1.08, -2.53,-63.82, 31.17, -2.97, 23.22, 37.36,  5.99,5916.93; 38.25,  0.09, -0.33,  1.17,-34.36, 14.98, 48.36,-15.65,  4.29,-23.83,-54.09,-1775.07
Uptime 00:03:55, 29.92,  0.01,  0.11,  0.89,-25.70, 31.91,  5.42,  6.76,  0.58, 33.40, 10.02,5917.65; 38.34, -0.27, -0.11,  0.95,-32.88, -9.02,  0.25, -6.43,-15.81,-27.77,-53.87,-1775.04
Uptime 00:03:55, 29.87,  0.36,  0.03,  0.79, 16.33, -8.17, 21.30,  2.15, 24.53, 34.85,  8.29,5920.42; 38.25,  0.26, -0.27,  1.03, -4.94,-83.46, -6.57,-14.09, 13.91,-28.12,-63.70,-1775.89
Uptime 00:03:55, 29.82,  0.03,  0.31,  1.07, 16.10,108.70,110.93, 16.25,  1.80, 36.56, 22.15,5935.06; 38.34, -0.51,  0.32,  0.90,-10.27, 96.09, -1.72, 17.05,-28.36,-28.55,-49.43,-1776.12
Uptime 00:03:55, 29.87,  0.07, -0.03,  1.01,  1.49,-61.97,-16.57, -1.49,  4.09, 35.99, 13.67,5932.89; 38.25,  0.13, -0.17,  0.83,-14.23,-32.09,-46.20,-11.31,  8.56,-30.03,-52.73,-1782.17
Uptime 00:03:55, 29.92, -0.18, -0.10,  0.98, 21.38,-31.13, 35.40, -5.66,-10.39, 37.88,  9.64,5937.49; 38.34, -0.21, -0.01,  0.98, 28.31,-66.65, -8.10, -0.65,-12.22,-25.83,-59.93,-1783.22
Uptime 00:03:55, 29.96,  0.30,  0.58,  0.87, 13.32,-12.44,-25.09, 32.42, 15.74, 39.50,  7.52,5934.18; 38.25, -0.01,  0.42,  1.03,  7.96, -9.69, 27.44, 22.29, -0.28,-23.84,-59.98,-1779.60
Uptime 00:03:55, 29.92,  0.29, -0.38,  1.10, -8.92, 34.26, 36.99,-18.28, 13.91, 37.20, 11.49,5939.03; 38.34,  0.08, -0.29,  1.01,-35.52, 18.92,-11.65,-15.85,  4.35,-28.24,-56.43,-1781.13
Uptime 00:03:55, 29.87,  0.20,  0.09,  0.94, 13.26, 13.25,-11.16,  5.29, 12.19, 38.26, 12.72,5937.57; 38.25,  0.08, -0.17,  1.03, 14.30,-55.74, -7.67, -9.29,  4.53,-26.03,-62.55,-1782.13
Uptime 00:03:56, 29.82,  0.07,  0.32,  1.06, -7.14, 28.20, 91.80, 16.94,  3.57, 36.90, 16.07,5949.78; 38.25, -0.29,  0.36,  0.82,-42.51, 15.09,-63.53, 22.24,-18.06,-30.60,-58.97,-1790.58
