Time,A_Temp,A_AccX,A_AccY,A_AccZ,A_GyroX,A_GyroY,A_GyroZ,A_AccAngX,A_AccAngY,A_AngleX,A_AngleY,A_AngleZ;B_Temp,B_AccX,B_AccY,B_AccZ,B_GyroX,B_GyroY,B_GyroZ,B_AccAngX,B_AccAngY,B_AngleX,B_AngleY,B_AngleZ
Uptime 00:01:28, 29.16,  0.07,  0.04,  1.03,  9.91, 19.04,-85.52,  1.94,  3.63,-27.63,114.91,-6319.49; 35.80,  0.09, -0.06,  1.05,-36.73, 92.03, 79.19, -3.11,  4.64, -6.83, 42.34,-1086.62
Uptime 00:01:28, 29.26, -0.06,  0.14,  1.06,-19.07, 24.78,-34.29,  7.40, -3.30,-29.36,115.83,-6323.94; 35.75, -0.08, -0.22,  1.06, -5.89,  5.74, 26.44,-11.72, -4.33, -7.68, 42.31,-1083.18
Uptime 00:01:29, 29.31,  0.07,  0.26,  0.97,  7.63,  1.66,-31.35, 15.22,  3.88,-27.50,113.65,-6328.02; 35.85,  0.17, -0.00,  0.79, 13.37,-23.01,  1.25, -0.32, 12.48, -5.83, 38.28,-1083.02
Uptime 00:01:29, 29.26, -0.17,  0.12,  0.98, -3.74,  0.95,-18.71,  6.94, -9.70,-27.30,111.69,-6330.51; 35.85, -0.22,  0.17,  1.07,-21.19,-52.42,-55.35,  8.85,-11.39, -8.29, 30.91,-1090.38
Uptime 00:01:29, 29.16, -0.20, -0.07,  1.11,  4.93, 44.11,-78.33, -3.79,-10.17,-26.19,115.33,-6340.77; 35.85, -0.04, -0.45,  0.97, 21.92, 26.67,-25.78,-24.84, -1.97, -5.81, 33.76,-1093.76
Uptime 00:01:29, 29.16, -0.04,  0.16,  0.90,  9.75,  3.64,-76.38,  9.88, -2.65,-24.22,113.54,-6350.77; 35.85, -0.18,  0.07,  0.94, 26.14,  5.58,  7.10,  4.04,-11.01, -2.26, 34.02,-1092.83
Uptime 00:01:29, 29.26,  0.15,  0.23,  1.01, -1.51, 13.76,-99.42, 12.66,  7.97,-23.68,112.89,-6363.90; 35.85,  0.21, -0.01,  0.96,-39.39, 54.18, 48.13, -0.41, 12.09, -7.32, 40.10,-1086.47
Uptime 00:01:29, 29.21,  0.01, -0.02,  1.06,-26.89, 30.24,-52.53, -1.04,  0.69,-26.68,114.50,-6370.78; 35.85, -0.14, -0.32,  0.93, -3.39,-21.49, 15.20,-18.91, -8.11, -7.98, 36.71,-1084.48
Uptime 00:01:29, 29.31,  0.20,  0.05,  0.97, 10.23, 50.16,-53.67,  2.71, 11.40,-24.79,118.37,-6377.76; 35.94,  0.00, -0.01,  0.94, 19.59, -3.46,-11.88, -0.47,  0.23, -5.34, 35.53,-1086.03
Uptime 00:01:29, 29.35, -0.17,  0.18,  0.96, 14.56,  0.60, -8.24, 10.51, -9.69,-22.20,116.28,-6378.84; 35.85, -0.20,  0.13,  1.17,-38.99,-33.18,-53.62,  6.31, -9.64,-10.15, 30.72,-1093.10
Uptime 00:01:30, 29.16, -0.02, -0.00,  1.20,-51.87, 18.68,-46.87, -0.01, -0.95,-28.41,116.37,-6384.98; 35.75,  0.11, -0.24,  0.89, -0.66, 37.49, -4.61,-14.99,  6.97,-10.33, 34.78,-1093.71
Uptime 00:01:30, 29.35, -0.22, -0.03,  0.93,  0.04,-14.12,-54.53, -1.63,-13.12,-27.87,112.46,-6392.24; 35.85, -0.07, -0.12,  0.95, 40.23,  1.81,-14.86, -7.26, -4.02, -5.03, 34.40,-1095.69
Uptime 00:01:30, 29.26,  0.18,  0.30,  1.00, 23.34,-67.06,-124.82, 16.35,  9.90,-24.01,101.47,-6408.46; 35.85,  0.17,  0.25,  1.12,-32.72, -4.28, -6.66, 12.51,  8.55, -8.84, 32.99,-1096.55
Uptime 00:01:30, 29.26,  0.14,  0.24,  0.94,-26.80, 74.72,-68.80, 14.01,  7.99,-26.67,108.80,-6417.41; 35.94, -0.10,  0.07,  0.96,-30.06, 37.38, 17.49,  4.01, -6.10,-12.42, 37.22,-1094.28
Uptime 00:01:30, 29.26,  0.05, -0.01,  0.96,-10.78,-31.34,-82.68, -0.81,  2.72,-27.58,102.43,-6428.57; 35.85,  0.02, -0.07,  0.99, 17.28,-16.63, 14.94, -4.02,  1.42, -9.96, 34.25,-1092.26
Uptime 00:01:30, 29.31,  0.34,  0.31,  1.03, 13.81, 40.88,-62.16, 16.01, 17.38,-24.94,105.24,-6436.65; 35.89,  0.37,  0.08,  0.96,  8.34, -7.24,-13.76,  4.45, 20.78, -8.61, 32.22,-1094.05
Uptime 00:01:30, 29.26,  0.27,  0.22,  0.98,-10.16, 49.99,-62.01, 11.99, 15.17,-25.50,109.20,-6444.71; 35.89, -0.27,  0.10,  1.08,-36.64,-65.68,-59.62,  5.15,-13.78,-13.00, 23.49,-1101.80
Uptime 00:01:31, 29.31,  0.01,  0.10,  1.04,-26.13,  4.11,-116.79,  5.56,  0.65,-28.28,107.54,-6460.25; 35.85, -0.03, -0.18,  0.89,  1.54, -0.29,-59.41,-11.19, -2.20,-12.77, 23.02,-1109.70
Uptime 00:01:31, 29.26, -0.15,  0.11,  0.89,-11.68, 15.66,-93.17,  7.05, -9.55,-29.08,107.59,-6472.45; 35.89,  0.03,  0.01,  1.00, 26.47, -9.10,-76.55,  0.51,  1.44, -9.10, 21.36,-1119.73
Uptime 00:01:31, 29.21,  0.25,  0.47,  0.99, 36.26,-18.70,-166.70, 24.80, 13.06,-23.31,102.76,-6494.46; 35.89,  0.17,  0.28,  1.32,-42.41,-12.19,-27.04, 12.00,  7.00,-14.17, 19.22,-1123.30
Uptime 00:01:31, 29.16,  0.00,  0.37,  0.87,-39.50, 77.56,-117.48, 23.11,  0.00,-27.41,110.58,-6509.73; 35.89, -0.11,  0.19,  0.94,  1.34, 12.80,-13.55, 11.23, -6.39,-13.49, 20.59,-1125.06
Uptime 00:01:31, 29.31,  0.39,  0.08,  1.03,  0.74, -0.76,-99.42,  3.91, 20.74,-26.69,107.86,-6522.75; 35.94,  0.14, -0.20,  0.90,  2.46,-47.78,-21.42,-12.27,  8.67,-13.15, 13.87,-1127.87
Uptime 00:01:31, 29.26,  0.24,  0.13,  0.96, 20.26, 58.02,-59.28,  7.80, 13.68,-23.22,113.39,-6531.05; 35.89,  0.17,  0.14,  1.27,-40.52, 40.07,-41.64,  6.27,  7.61,-18.32, 18.94,-1133.70
Uptime 00:01:31, 29.40, -0.11,  0.38,  0.99,-37.13,-45.26,-70.91, 20.70, -5.80,-27.11,105.43,-6540.34; 35.99,  0.27,  0.28,  0.91, -8.00,-42.25,-81.20, 16.34, 15.89,-18.65, 12.82,-1144.33
Uptime 00:01:31, 29.26, -0.02, -0.12,  1.17, -3.41, 26.37,-80.82, -5.69, -1.17,-27.12,106.75,-6551.01; 35.89,  0.01, -0.17,  0.91, 25.01, 59.48,-60.74,-10.32,  0.82,-15.25, 20.24,-1152.35
Uptime 00:01:32, 29.31,  0.05,  0.10,  1.13, 29.75,  9.99,-147.35,  4.97,  2.75,-22.57,105.88,-6570.75; 35.89,  0.27,  0.07,  1.09,-41.83, 55.45, 11.32,  3.53, 14.09,-20.37, 26.84,-1150.83
Uptime 00:01:32, 29.35, -0.06,  0.39,  1.04,-41.21,-11.86,-25.19, 20.42, -3.18,-27.00,102.30,-6574.05; 35.99, -0.24,  0.08,  1.02, -7.45,-31.53, 11.69,  4.16,-13.24,-20.83, 22.52,-1149.30
Uptime 00:01:32, 29.40,  0.17,  0.03,  0.86, -6.86, 82.98,-53.74,  1.88, 11.31,-27.31,110.76,-6581.15; 35.99,  0.18, -0.17,  0.88, 29.25,  1.14,-24.46,-10.42, 11.60,-16.84, 21.98,-1152.53
Uptime 00:01:32, 29.35, -0.17,  0.07,  1.11,  9.94,-13.84, 11.87,  3.71, -8.75,-25.39,106.90,-6579.56; 35.99, -0.13, -0.03,  1.05,-34.08,-95.10,-78.14, -1.88, -7.19,-21.02,  9.20,-1163.00
Uptime 00:01:32, 29.31,  0.25,  0.14,  0.93,-44.69, 20.01,-109.29,  8.13, 15.06,-30.45,107.03,-6593.87; 35.89,  0.10, -0.17,  0.93, 23.71, 22.82,-34.25,-10.43,  6.04,-17.76, 11.82,-1167.49
Uptime 00:01:32, 29.26,  0.09, -0.01,  0.82,  3.31,  5.85,-96.30, -0.71,  6.16,-29.43,105.54,-6606.78; 35.99, -0.18,  0.15,  0.82, 23.11, 40.64,  3.92, 10.25,-11.96,-14.17, 17.16,-1166.96
Uptime 00:01:32, 29.35,  0.42,  0.20,  1.07, -5.47, 78.04,-125.46,  9.91, 21.27,-29.35,113.10,-6623.34; 35.99, -0.12,  0.29,  1.01,  6.23, 54.16, 42.58, 15.76, -6.56,-12.76, 23.96,-1161.34
Uptime 00:01:33, 29.35,  0.03,  0.03,  0.87,-46.77,-36.51,-63.89,  1.98,  2.12,-34.81,106.03,-6631.83; 35.89,  0.03, -0.25,  0.83, -1.74,-59.01, -1.33,-16.85,  1.98,-13.07, 15.75,-1161.52
Uptime 00:01:33, 29.31,  0.00, -0.10,  0.83, 20.59, 85.46,-39.25, -6.96,  0.17,-31.55,115.13,-6637.09; 35.99,  0.34,  0.21,  1.14,-21.92, 47.90,-24.68, 10.00, 16.30,-15.49, 21.40,-1164.83
Uptime 00:01:33, 29.40, -0.07,  0.40,  0.89,-35.10,-58.60,-63.06, 24.45, -4.09,-34.97,105.33,-6645.42; 35.89,  0.27,  0.29,  0.96,  4.50,-60.84,-45.70, 16.29, 15.01,-14.27, 12.80,-1170.86
Uptime 00:01:33, 29.35,  0.06, -0.22,  1.09,  5.26, -1.00,-99.23,-11.62,  3.06,-33.83,103.03,-6658.52; 35.94,  0.04, -0.24,  0.87,  7.13, 54.62, -2.08,-15.29,  2.54,-13.37, 19.56,-1171.13
Uptime 00:01:33, 29.45,  0.15,  0.13,  1.15, 32.03, 43.66,-131.19,  6.55,  7.26,-28.81,106.56,-6676.10; 35.94,  0.07,  0.18,  1.19,-50.73, 94.50, 43.29,  8.59,  3.53,-19.59, 31.50,-1165.33
Uptime 00:01:33, 29.35, -0.11,  0.54,  0.97,-73.76,-29.34,  2.48, 28.93, -5.85,-37.20,100.75,-6675.77; 35.94,  0.02, -0.00,  0.98,-16.40,-45.91,  8.68, -0.15,  1.36,-21.32, 24.91,-1164.19
Uptime 00:01:33, 29.31,  0.26, -0.06,  0.91,  2.35, 92.85,-51.25, -3.63, 15.82,-36.22,110.43,-6682.53; 35.89,  0.24, -0.07,  0.73, 40.44,  1.78,-31.09, -5.17, 18.15,-15.77, 24.28,-1168.29
Uptime 00:01:33, 29.26, -0.64,  0.35,  1.09,-21.19,-21.08,  1.33, 15.28,-29.32,-37.98,106.04,-6682.36; 35.94, -0.10,  0.27,  0.88, 18.00,-126.45,-62.77, 16.65, -6.34,-12.76,  7.31,-1176.70
Uptime 00:01:34, 29.31,  0.20, -0.33,  1.03,-32.58, -5.90,-56.61,-17.41, 10.29,-41.78,102.95,-6689.83; 35.85,  0.26, -0.59,  1.04, 19.30, 37.67,-26.32,-29.13, 12.08,-10.59, 11.80,-1180.18
Uptime 00:01:34, 29.45, -0.01,  0.22,  0.84, 29.45,100.45,-105.98, 14.85, -0.66,-36.78,114.09,-6704.03; 35.94, -0.37,  0.33,  1.16, -3.60, 51.54,-12.16, 15.33,-16.98,-10.54, 18.67,-1181.80
Uptime 00:01:34, 29.31, -0.10,  0.29,  1.04, -8.84, 19.70,-65.22, 15.75, -5.28,-36.87,114.47,-6712.64; 35.94, -0.36,  0.23,  0.96,  4.23, 12.07, 34.97, 12.43,-20.21, -9.54, 20.26,-1177.19
Uptime 00:01:34, 29.35,  0.59, -0.04,  1.06, -0.66, -2.74,-44.91, -2.07, 29.11,-36.26,111.24,-6718.52; 35.85,  0.20, -0.29,  0.79, -0.57,-22.07, 14.41,-19.72, 13.69, -9.81, 16.75,-1175.30
Uptime 00:01:34, 29.31, -0.50,  0.13,  1.00, 37.80, 65.98, 39.01,  6.88,-26.33,-30.44,118.21,-6713.29; 35.85, -0.49,  0.25,  1.25,-71.88,  7.72,-30.52, 10.54,-21.04,-18.84, 17.85,-1179.39
Uptime 00:01:34, 29.35,  0.08,  0.74,  0.96,-27.56,-36.80,-63.25, 37.57,  3.78,-32.64,111.01,-6721.64; 35.75,  0.03,  0.17,  1.00,  8.47, -6.57, -3.61,  9.76,  1.71,-17.18, 16.61,-1179.87
Uptime 00:01:34, 29.40, -0.03, -0.22,  1.03, 11.31,  6.01,-49.32,-11.90, -1.69,-30.78,109.59,-6728.10; 35.94, -0.15, -0.18,  0.89, 13.88, 58.54,  7.95,-11.28, -9.68,-15.28, 23.99,-1178.83
Uptime 00:01:34, 29.35, -0.11,  0.26,  1.05, 35.72,-11.03,-116.70, 13.89, -6.03,-25.23,106.08,-6743.62; 35.94,  0.27, -0.13,  1.08,-54.72, 53.89, 85.61, -6.54, 13.88,-22.23, 30.25,-1167.44
Uptime 00:01:35, 29.31, -0.23,  0.43,  0.97,-50.31, 25.84, -8.35, 23.57,-12.00,-30.76,107.54,-6744.73; 35.94, -0.13,  0.07,  0.99, -5.65,-14.49, 41.39,  4.17, -7.52,-22.44, 27.92,-1161.98
Uptime 00:01:35, 29.45,  0.09,  0.11,  1.14, 21.89, 32.98,-17.81,  5.43,  4.71,-27.16,109.63,-6747.11; 35.94, -0.02, -0.23,  0.78, 26.02,-20.81,  2.18,-16.37, -1.64,-18.90, 24.66,-1161.68
Uptime 00:01:35, 29.31, -0.12,  0.08,  1.02,  1.95,-14.18, 25.64,  4.54, -6.76,-26.28,105.75,-6743.75; 35.94, -0.14, -0.03,  1.12,-49.60,-93.67,-69.04, -1.38, -7.25,-24.92, 12.29,-1170.73
Uptime 00:01:35, 29.45,  0.25,  0.07,  1.02,-45.09, 43.99,-75.81,  3.79, 13.98,-31.51,109.05,-6753.76; 35.85,  0.18, -0.23,  1.02, 20.96, 46.99, -2.51,-12.72,  9.67,-21.96, 17.93,-1171.06
Uptime 00:01:35, 29.40,  0.15,  0.04,  0.85,  7.69, 13.82,-82.00,  2.75,  9.87,-29.81,108.49,-6764.75; 35.94, -0.19,  0.01,  0.70, 20.78, 72.85, 24.71,  1.13,-15.62,-18.77, 27.45,-1167.75
Uptime 00:01:35, 29.35,  0.36,  0.14,  1.13, -7.29, 55.18,-117.25,  6.65, 17.44,-30.02,113.05,-6780.11; 35.94, -0.21,  0.13,  1.03,  1.13, 94.32, 58.30,  7.27,-11.65,-18.10, 39.24,-1160.11
Uptime 00:01:35, 29.35, -0.11, -0.04,  0.97,-27.27, -9.69,-45.25, -2.06, -6.31,-32.99,109.66,-6786.08; 36.04, -0.11, -0.31,  0.87,  4.29,-36.66,  9.55,-19.59, -6.77,-17.58, 33.85,-1158.85
Uptime 00:01:36, 29.45,  0.08,  0.08,  0.93, 26.61,-27.22,-40.33,  5.02,  5.06,-28.71,103.77,-6791.53; 35.99,  0.32,  0.25,  0.96, 17.95,-16.83, -6.40, 14.07, 17.81,-14.59, 30.61,-1159.71
Uptime 00:01:36, 29.49, -0.01,  0.21,  1.08,-14.87, 19.95,-52.00, 11.20, -0.44,-29.82,104.26,-6798.34; 35.99,  0.35,  0.12,  0.92, -6.89,-61.93,-26.11,  7.25, 20.47,-15.04, 21.57,-1163.15
Uptime 00:01:36, 29.35, -0.10, -0.02,  1.11,-28.64, 51.01,-86.09, -1.12, -5.19,-32.95,108.88,-6809.70; 35.99, -0.07, -0.17,  0.94, 31.31, 16.15,-32.66,-10.23, -3.94,-10.90, 23.31,-1167.46
Uptime 00:01:36, 29.45,  0.27,  0.08,  0.80, 12.78,-15.22,-118.53,  5.08, 18.78,-30.51,104.33,-6825.58; 35.80, -0.08,  0.17,  1.22, -6.05,  8.56,-31.70,  7.95, -3.83,-11.31, 24.05,-1171.71
Uptime 00:01:36, 29.40,  0.44,  0.18,  1.09,-25.77, 71.30,-116.79,  8.86, 21.78,-33.06,111.03,-6841.00; 35.89, -0.29,  0.16,  0.98,  7.73, 44.48, 11.92,  9.01,-16.11, -9.91, 29.64,-1170.14
Uptime 00:01:36, 29.35, -0.08, -0.15,  0.86, 17.77, -2.18,-71.42, -9.77, -5.40,-30.26,108.63,-6850.57; 35.89,  0.01, -0.13,  0.91, 14.90,-31.73, -0.54, -8.34,  0.85, -7.92, 24.86,-1170.21
Uptime 00:01:36, 29.40,  0.22,  0.08,  0.91, 26.06, 17.43,-66.32,  5.14, 13.42,-26.18,108.45,-6859.32; 35.99,  0.22,  0.25,  1.12,-28.17,  0.18,-10.95, 12.14, 10.98,-11.16, 24.17,-1171.66
Uptime 00:01:36, 29.35, -0.13,  0.37,  1.00,-23.90, -8.22,-72.21, 20.36, -6.94,-28.34,105.35,-6868.85; 35.99,  0.21,  0.22,  0.91, 17.25,-14.07,-57.67, 13.07, 12.58, -8.45, 21.62,-1179.27
Uptime 00:01:37, 29.40, -0.20, -0.05,  1.09,  1.62, -9.32,-100.59, -2.74,-10.53,-27.62,102.23,-6882.33; 36.08,  0.05, -0.15,  0.92, 20.03, 17.14,-67.24, -9.12,  2.92, -5.83, 23.38,-1188.28
Uptime 00:01:37, 29.35,  0.10,  0.34,  1.09, 40.79, 14.20,-151.28, 17.19,  4.89,-21.48,101.91,-6902.15; 35.99, -0.01,  0.20,  1.26,-29.53,  9.63,-26.78,  9.26, -0.31, -9.32, 24.15,-1191.79
Uptime 00:01:37, 29.31, -0.15,  0.38,  0.94,-28.84, 23.30,-78.12, 21.92, -8.25,-24.35,103.05,-6912.46; 35.89, -0.20,  0.26,  1.01, -0.87, -3.88,  1.78, 14.35,-10.69, -8.96, 23.38,-1191.55
Uptime 00:01:37, 29.35,  0.33,  0.19,  0.98,  6.84, 39.47,-58.76, 10.42, 18.42,-22.71,106.04,-6920.69; 35.89,  0.31, -0.11,  0.75, 28.40,-44.91,-36.61, -8.03, 22.04, -5.04, 16.31,-1196.68
Uptime 00:01:37, 29.40, -0.27,  0.17,  1.24, -0.80, -0.31,  1.70,  7.52,-12.24,-22.21,104.12,-6920.47; 35.89, -0.18, -0.04,  1.01, -6.87,-77.18,-91.41, -2.18, -9.91, -5.87,  6.27,-1208.65
Uptime 00:01:37, 29.35, -0.07,  0.17,  1.02,-25.22, 38.92,-118.47,  9.28, -3.85,-24.89,107.23,-6936.34; 35.89,  0.10, -0.29,  0.93, 18.20, 22.59,-42.13,-17.05,  5.91, -3.70,  9.00,-1214.30
Uptime 00:01:37, 29.40,  0.02, -0.00,  0.80,  2.82, 29.66,-91.69, -0.04,  1.55,-24.03,108.89,-6948.44; 35.89, -0.22,  0.16,  1.06, -0.47, 36.53, -2.83,  8.30,-11.58, -3.52, 13.77,-1214.67
Uptime 00:01:38, 29.45,  0.08,  0.46,  0.89,  2.00, 46.28,-66.56, 27.36,  4.80,-22.74,112.60,-6957.23; 35.94, -0.18,  0.39,  1.02, 10.05, 11.14, 25.34, 20.65, -9.24, -1.74, 15.12,-1211.33
Uptime 00:01:38, 29.40,  0.39, -0.13,  1.15, 11.07, 40.11,-86.27, -6.11, 18.65,-20.96,115.25,-6968.79; 35.99,  0.17, -0.36,  0.87, -7.27,-26.98,-10.58,-21.82, 10.15, -3.10, 11.08,-1212.75
Uptime 00:01:38, 29.45, -0.35,  0.18,  1.12, 12.18, 25.37,  6.20,  8.90,-17.03,-18.79,116.56,-6967.97; 35.94, -0.46, -0.19,  1.11,-53.62,-32.16,-98.55, -8.78,-22.23,-10.14,  7.14,-1225.75
Uptime 00:01:38, 29.35,  0.03,  0.09,  1.00,-24.34, -7.44,-118.01,  4.88,  1.91,-21.44,113.24,-6983.43; 35.99,  0.31, -0.38,  1.05, 14.20, -1.12,-58.28,-19.35, 15.43, -8.51,  6.54,-1233.39
Uptime 00:01:38, 29.45, -0.22,  0.06,  0.89, 11.34, 43.62,-77.92,  3.91,-13.73,-19.44,116.98,-6993.87; 35.85, -0.43,  0.05,  0.91,  7.73, 47.38, 18.19,  3.06,-25.34, -7.26, 13.14,-1230.95
Uptime 00:01:38, 29.54, -0.10,  0.22,  0.85,  9.91, 59.43,-87.35, 14.57, -6.66,-17.48,122.46,-7005.40; 35.99, -0.24,  0.28,  0.98,  5.19, 39.11, 49.00, 15.46,-13.39, -6.13, 18.21,-1224.48
Uptime 00:01:38, 29.35,  0.63, -0.24,  1.22, 25.55, 21.81,-50.56, -9.77, 26.87,-14.02,122.29,-7012.08; 35.94,  0.08, -0.35,  0.85,-15.82,-25.94,  3.43,-22.18,  5.20, -8.50, 14.38,-1224.03
Uptime 00:01:38, 29.40, -0.18,  0.23,  1.02, 22.99,-53.06, 36.36, 12.78, -9.90,-10.46,113.08,-7007.21; 36.04, -0.13,  0.25,  1.10,-34.20,-49.44,-43.99, 12.63, -6.78,-12.57,  7.74,-1229.92
Uptime 00:01:39, 29.49,  0.19,  0.52,  0.95,-35.55, 30.39,-81.48, 28.29,  9.87,-14.29,114.55,-7017.96; 35.94,  0.27,  0.16,  0.89, 15.30, 21.38,-10.40,  9.74, 16.54,-10.14, 10.02,-1231.30
Uptime 00:01:39, 29.45, -0.02, -0.08,  0.96, 23.10,-18.83,-113.42, -4.68, -1.43,-11.06,109.81,-7033.16; 35.94, -0.07, -0.19,  0.96, 10.73, 41.22, -5.97,-11.18, -4.18, -8.76, 15.31,-1232.10
Uptime 00:01:39, 29.40,  0.39,  0.23,  1.18, 11.87, 20.82,-146.19, 10.47, 17.84, -9.11,109.93,-7052.31; 35.94,  0.37, -0.02,  1.27,-39.31, 72.90, 58.61, -0.83, 16.34,-13.64, 24.04,-1224.42
Uptime 00:01:39, 29.45, -0.11,  0.27,  0.91,-59.29, 31.88,-77.14, 16.32, -6.34,-16.27,111.98,-7062.49; 35.99, -0.19, -0.07,  1.01,  3.65,-32.07,-23.20, -4.06,-10.87,-12.98, 19.63,-1227.48
Uptime 00:01:39, 29.40,  0.07, -0.11,  0.84, 16.56, 50.89,-78.33, -7.23,  4.76,-13.90,116.38,-7073.07; 35.94,  0.40, -0.04,  0.97, 23.16,-17.21,-32.19, -2.01, 22.49, -9.70, 16.51,-1231.83
Uptime 00:01:39, 29.45, -0.06,  0.15,  1.03, -5.26,-19.51,-68.06,  8.09, -3.03,-14.13,111.61,-7081.98; 36.13,  0.28,  0.05,  0.87, -6.84,-68.34,-56.58,  2.88, 18.00,-10.32,  7.04,-1239.24
Uptime 00:01:39, 29.49,  0.04, -0.05,  1.09,-17.96, 53.59,-111.37, -2.86,  2.05,-16.21,116.22,-7096.57; 35.94,  0.07, -0.28,  0.95,  3.47, 29.46,-47.84,-16.18,  4.21,-10.00, 10.60,-1245.51
Uptime 00:01:40, 29.45, -0.08,  0.04,  0.95, 12.33, 37.17,-98.39,  2.47, -4.55,-14.22,118.87,-7109.76; 35.94, -0.20,  0.06,  0.85, 23.45, 21.93,-13.29,  3.68,-13.38, -6.64, 13.54,-1247.29
Uptime 00:01:40, 29.49,  0.22,  0.15,  1.07,-11.84, -2.96,-109.17,  7.77, 11.54,-15.31,115.88,-7124.17; 36.04, -0.14,  0.09,  1.04,-22.37, 83.67, 31.95,  4.66, -7.40, -9.31, 24.24,-1243.07
Uptime 00:01:40, 29.45,  0.17,  0.02,  1.06,-26.40,-16.10,-38.41,  0.87,  8.88,-18.48,111.25,-7129.35; 36.04,  0.10, -0.24,  0.97, 10.26,-36.72,  4.16,-13.63,  5.49, -8.04, 18.79,-1242.51
Uptime 00:01:40, 29.54,  0.24,  0.13,  0.98,-11.97,111.98,-56.44,  7.52, 13.87,-19.51,123.23,-7136.80; 36.04,  0.12, -0.04,  0.72, 35.86, -5.64,-11.74, -3.21,  9.48, -3.30, 17.49,-1244.06
Uptime 00:01:40, 29.54, -0.80,  0.28,  1.02,-27.74,-38.92, -3.84, 12.00,-37.04,-22.47,116.47,-7137.31; 35.99, -0.11,  0.30,  0.99, -9.73,-108.94,-52.11, 16.51, -6.25, -4.17,  3.17,-1250.94
Uptime 00:01:40, 29.49,  0.18, -0.15,  1.24, -0.63,  1.14,-63.87, -6.95,  8.24,-22.24,114.13,-7145.93; 36.08,  0.24, -0.40,  1.01, 28.84, 10.88,-29.59,-21.03, 12.22, -0.69,  4.31,-1254.93
Uptime 00:01:40, 29.45, -0.10,  0.25,  0.97, 22.32, 55.20,-75.93, 14.41, -5.59,-18.64,119.05,-7155.88; 35.99, -0.39,  0.01,  0.78, 25.89, 48.44, 24.42,  0.43,-26.52,  2.66, 10.97,-1251.73
Uptime 00:01:40, 29.49, -0.17, -0.01,  0.94,  9.16, -3.29,-84.27, -0.48,-10.08,-17.09,116.44,-7167.00; 35.94, -0.18,  0.09,  1.13,-39.33, 71.41, 69.66,  4.60, -9.06, -2.39, 20.17,-1242.54
Uptime 00:01:41, 29.45,  0.33,  0.16,  0.97,-26.84,-35.14,-11.60,  8.83, 18.32,-20.10,109.13,-7168.56; 35.89,  0.06, -0.21,  0.94, 14.17, -8.94, 42.03,-12.70,  3.70, -0.74, 18.52,-1236.90
Uptime 00:01:41, 29.49, -0.51,  0.03,  0.92,  2.78, 69.09,  5.49,  1.76,-28.84,-19.31,116.39,-7167.84; 35.99, -0.07,  0.02,  0.82, 27.50,-18.23, 10.19,  1.27, -5.12,  2.83, 15.91,-1235.57
Uptime 00:01:41, 29.49, -0.24,  0.14,  1.04, -7.38,-34.88, 16.08,  7.46,-12.82,-19.73,109.81,-7165.72; 35.99,  0.11,  0.25,  1.05, -5.24,-61.73,-17.61, 13.45,  5.75,  2.37,  7.49,-1237.89
Uptime 00:01:41, 29.54, -0.10,  0.21,  1.14,-35.96, -5.34,-34.42, 10.13, -4.89,-23.85,107.01,-7170.33; 35.89, -0.06, -0.26,  0.91, 24.66, 39.60,  3.13,-16.11, -3.66,  5.24, 12.61,-1237.47
Uptime 00:01:41, 29.54,  0.65,  0.31,  0.74, -6.05,-29.78,-78.50, 17.47, 39.06,-23.80,100.27,-7180.61; 35.89, -0.35,  0.23,  1.20,-13.47,  8.73, 11.34, 10.50,-16.14,  3.61, 13.81,-1235.99
Uptime 00:01:41, 29.54,  0.27,  0.35,  1.05,-10.20,137.29,-76.80, 17.86, 13.79,-24.31,116.01,-7190.90; 35.99, -0.16,  0.37,  0.94,  8.84, 41.34, 43.42, 21.27, -8.76,  5.13, 19.13,-1230.17
Uptime 00:01:41, 29.54,  0.34, -0.05,  1.09,  5.91, 17.46,-61.16, -2.57, 17.48,-23.11,115.60,-7198.98; 35.89,  0.11, -0.23,  0.89,-12.60,-16.49, 23.23,-14.35,  6.96,  3.11, 16.48,-1227.10
Uptime 00:01:42, 29.49,  0.19,  0.36,  1.06, 17.60, 24.98,-16.64, 18.49,  9.38,-20.02,116.31,-7201.16; 35.99, -0.08,  0.12,  1.30,-34.03,  4.18,-30.08,  5.30, -3.41, -1.22, 16.75,-1231.05
Uptime 00:01:42, 29.59,  0.06,  0.37,  1.14,-51.44,  2.80,-89.75, 18.03,  2.96,-26.01,114.29,-7213.18; 35.99,  0.15,  0.04,  0.99, 13.10, -5.06,-43.88,  2.37,  8.76,  0.58, 15.58,-1236.93
Uptime 00:01:42, 29.54,  0.13,  0.11,  1.01,  2.13,-31.32,-96.48,  6.33,  7.59,-25.09,107.80,-7225.92; 35.99, -0.08, -0.09,  0.78, 25.24, 51.25,-20.46, -6.56, -5.56,  3.70, 22.01,-1239.63
Uptime 00:01:42, 29.49,  0.33,  0.16,  1.14, -8.28, 63.26,-162.87,  7.69, 15.80,-25.50,113.51,-7247.42; 36.08,  0.28, -0.04,  1.17,-34.61, 85.89, 53.71, -1.69, 13.21, -0.89, 32.41,-1232.54
