Time,A_Temp,A_AccX,A_AccY,A_AccZ,A_GyroX,A_GyroY,A_GyroZ,A_AccAngX,A_AccAngY,A_AngleX,A_AngleY,A_AngleZ;B_Temp,B_AccX,B_AccY,B_AccZ,B_GyroX,B_GyroY,B_GyroZ,B_AccAngX,B_AccAngY,B_AngleX,B_AngleY,B_AngleZ
Uptime 00:00:03, 27.61,  0.03,  0.47,  0.95,-37.50,-26.88,-73.84, 26.59,  1.80,-30.43, 93.37,-508.27; 33.21,  0.12,  0.20,  0.72, 15.68, 33.84,-37.27, 15.19,  9.09, -5.17, -3.65,-147.97
Uptime 00:00:03, 27.66, -0.06, -0.65,  0.95, 49.60,-50.04,-131.20,-34.15, -3.01,-24.23, 85.23,-525.20; 33.07,  0.76, -0.83,  0.94,-18.81,  7.55, 43.13,-34.64, 31.10, -8.14, -3.25,-142.41
Uptime 00:00:03, 27.61, -0.08,  0.17,  1.10,-18.69, 77.24,-89.37,  8.58, -4.04,-25.92, 93.30,-536.64; 33.35,  0.07,  0.21,  1.25, 28.49, 14.29,  8.58,  9.52,  3.19, -4.21, -1.45,-141.31
Uptime 00:00:04, 27.66, -0.06,  0.23,  0.58,-23.26,-39.46,-39.09, 21.39, -5.24,-27.94, 86.51,-541.72; 33.12, -0.12, -0.15,  0.84,-29.86,-40.17,-59.88,-10.02, -8.17, -8.13, -6.38,-149.10
Uptime 00:00:04, 27.71,  0.11,  0.01,  1.16,  0.33,103.59,-86.48,  0.48,  5.43,-27.33, 97.57,-552.70; 33.31, -0.05, -0.09,  1.16, 12.09, 23.84,-53.65, -4.56, -2.47, -6.56, -3.23,-155.91
Uptime 00:00:04, 27.66, -0.37, -0.07,  0.99,-29.93, 45.24,-134.73, -3.96,-20.52,-30.62,101.70,-569.95; 33.26, -0.44, -0.29,  0.81, 18.38,  0.10,-64.68,-17.46,-27.26, -4.47, -2.61,-164.19
Uptime 00:00:04, 27.61, -0.10, -0.02,  0.98,  9.10,-83.32,-168.44, -1.37, -5.90,-28.87, 89.17,-591.84; 33.31,  0.23, -0.06,  1.02,-33.60,  7.75, 26.73, -3.22, 12.55, -8.72, -1.82,-160.71
Uptime 00:00:04, 27.66,  0.47, -0.06,  0.97,-23.13,  9.43,-155.89, -3.12, 25.66,-31.26, 88.05,-611.80; 33.31, -0.03, -0.29,  0.99, 21.43, 21.28,-13.87,-16.39, -1.43, -6.19,  0.91,-162.49
Uptime 00:00:04, 27.71,  0.25, -0.17,  1.12,-17.99, 42.60,-106.30, -8.23, 12.62,-33.04, 91.34,-625.30; 33.31,  0.04, -0.16,  0.87, 21.62,-41.17,-78.75,-10.33,  2.31, -3.58, -4.28,-172.49
Uptime 00:00:04, 27.66, -0.39, -0.10,  0.87, -7.77, 72.86,-68.80, -5.97,-24.09,-33.48, 99.21,-634.17; 33.40, -0.14,  0.16,  1.08,  8.14,-48.84,-59.64,  8.58, -7.14, -2.31,-10.22,-180.18
Uptime 00:00:05, 27.71, -0.04, -0.16,  1.10,  7.49, 50.27,-59.78, -8.01, -2.06,-32.03,103.57,-641.83; 33.31, -0.11, -0.11,  0.87, -3.37, 16.51,-45.50, -6.92, -7.06, -2.83, -7.81,-186.01
Uptime 00:00:05, 27.66, -0.07,  0.16,  0.97, 16.78, 30.43,-68.71,  9.04, -4.00,-29.10,105.40,-650.62; 33.31, -0.15,  0.26,  1.04,  3.85, -2.29,-53.13, 13.70, -8.12, -2.01, -7.77,-192.81
Uptime 00:00:05, 27.71, -0.41, -0.05,  0.99, 11.57, 29.06,-58.07, -2.43,-22.46,-27.11,107.41,-658.11; 33.49, -0.03, -0.02,  0.97, -4.18, -4.55,-29.78, -1.13, -2.05, -2.52, -8.15,-196.65
Uptime 00:00:05, 27.66, -0.28,  0.15,  0.93, -3.15, -5.69,-54.41,  8.96,-16.70,-26.78,104.89,-665.02; 33.31, -0.29, -0.05,  1.05,  3.65, -6.83, -5.12, -2.81,-15.29, -2.07, -8.54,-197.30
Uptime 00:00:05, 27.66, -0.19, -0.02,  1.02,-19.26,-43.80,-65.54, -0.96,-10.68,-28.88, 97.04,-674.13; 33.40, -0.09, -0.12,  1.02,  7.51,-21.81,-11.93, -6.64, -5.19, -1.14,-11.23,-198.96
Uptime 00:00:05, 27.66, -0.01,  0.11,  1.02,-21.56, -3.00,-89.93,  5.98, -0.49,-30.93, 94.73,-685.82; 33.49, -0.08,  0.01,  0.97,  6.79,-22.68,-15.56,  0.65, -4.86, -0.24,-13.80,-200.98
Uptime 00:00:05, 27.71,  0.09,  0.12,  0.93,-21.04,-13.17,-130.61,  7.65,  5.32,-32.84, 91.05,-702.80; 33.35,  0.20,  0.05,  0.97,  1.66,-26.69,  0.06,  2.75, 11.42,  0.03,-17.15,-200.97
Uptime 00:00:05, 27.75,  0.35,  0.20,  1.04,-29.59, 31.85,-178.91, 10.24, 18.17,-35.81, 92.98,-726.42; 33.49,  0.19,  0.16,  1.00, 13.42,-21.59,-34.45,  9.01, 10.84,  1.95,-19.82,-205.52
Uptime 00:00:06, 27.71,  0.51,  0.13,  0.84,-57.30, 11.90,-216.16,  7.37, 30.74,-42.30, 92.04,-754.74; 33.45,  0.24,  0.21,  0.88,-30.21,-45.03,-108.92, 13.11, 14.76, -1.71,-25.50,-219.79
Uptime 00:00:06, 27.75, -0.01,  0.02,  0.93,-19.50, 17.53,-182.68,  1.00, -0.48,-43.92, 92.44,-778.49; 33.45,  0.24,  0.25,  0.95,-46.31,-21.03,-98.14, 14.58, 13.80, -7.28,-27.94,-232.55
Uptime 00:00:06, 27.71,  0.65,  0.07,  1.14,-35.94, 45.93,-163.37,  3.03, 29.43,-47.67, 95.99,-800.21; 33.45,  0.57, -0.00,  1.08,  9.28, 40.64,-116.71, -0.12, 27.79, -5.93,-22.64,-248.07
Uptime 00:00:06, 27.66,  0.07,  0.15,  0.72,  6.78,102.75,-122.96, 11.78,  5.58,-45.61,107.15,-816.32; 33.54,  0.03,  0.26,  0.98,-21.25,-11.88,-140.94, 14.74,  1.76, -8.25,-23.75,-266.53
Uptime 00:00:06, 27.80,  0.03, -0.17,  0.91, 17.14, 10.34,-129.40,-10.51,  1.66,-42.72,106.29,-833.14; 33.45,  0.32, -0.20,  1.02,-10.55,-12.51,-95.03,-10.62, 17.19, -9.64,-25.21,-278.89
Uptime 00:00:06, 27.75, -0.05,  0.11,  1.07,  9.91,  1.53,-124.61,  5.82, -2.73,-40.47,104.42,-849.59; 33.54, -0.13, -0.03,  1.07, 11.24,-20.42,-103.36, -1.77, -7.16, -8.03,-27.21,-292.53
Uptime 00:00:06, 27.71, -0.06,  0.09,  0.95,-10.17, 23.30,-153.05,  5.27, -3.83,-40.85,105.38,-869.49; 33.54, -0.04,  0.04,  0.92, 13.28, -8.86,-130.90,  2.32, -2.37, -6.13,-27.74,-309.55
Uptime 00:00:06, 27.75, -0.24, -0.03,  0.79, 15.84,-44.02,-178.01, -2.35,-17.05,-38.01, 97.87,-893.16; 33.54,  0.34,  0.34,  1.05,-16.69,-67.36,-78.45, 17.04, 16.98, -7.84,-36.31,-319.98
Uptime 00:00:07, 27.71,  0.73,  0.11,  1.21, -9.79, 36.24,-159.42,  4.37, 31.03,-38.41, 99.91,-913.89; 33.49,  0.10, -0.10,  1.16, -6.95,  1.54,-64.54, -4.80,  5.04, -8.66,-35.49,-328.37
Uptime 00:00:07, 27.75,  0.08,  0.31,  0.93,-34.55,  9.61,-95.52, 18.16,  4.52,-41.68, 99.04,-926.30; 33.45,  0.11, -0.03,  0.88, 16.21,-15.94,-81.23, -1.93,  7.38, -6.46,-36.96,-338.93
Uptime 00:00:07, 27.71,  0.14, -0.09,  0.93, 28.52, 77.06,-77.00, -5.63,  8.79,-37.25,106.93,-936.55; 33.45,  0.14,  0.02,  1.07,-25.25, 14.62,-39.21,  1.00,  7.48, -9.60,-34.46,-344.14
Uptime 00:00:07, 27.75, -0.35,  0.22,  1.16, -0.81,-22.39,-60.42, 10.23,-16.65,-36.40,102.27,-944.40; 33.59,  0.30, -0.03,  1.19, -2.17,-49.47,-63.64, -1.53, 13.87, -9.72,-40.35,-352.42
Uptime 00:00:07, 27.71,  0.18,  0.24,  1.08,-33.24,  8.94,-91.64, 12.08,  9.32,-39.70,101.19,-956.41; 33.49,  0.18, -0.04,  1.09, 23.83,  9.00,-84.77, -2.01,  9.41, -6.51,-38.58,-363.52
Uptime 00:00:07, 27.75, -0.23,  0.06,  0.75,-16.90, -0.79,-129.32,  4.02,-16.94,-41.03, 99.40,-973.61; 33.49, -0.20, -0.10,  0.78, 25.71, -4.94,-46.61, -7.12,-14.40, -3.17,-38.16,-369.72
Uptime 00:00:07, 27.71,  0.46,  0.04,  1.11, -4.89, 10.78,-142.07,  2.08, 22.47,-40.79, 98.35,-992.22; 33.49, -0.13, -0.03,  1.12,-13.44, 67.54, -6.48, -1.63, -6.37, -4.86,-28.60,-370.57
Uptime 00:00:08, 27.61,  0.16,  0.11,  0.94,-31.07, -9.61,-94.45,  6.66,  9.76,-43.80, 94.96,-1004.50; 33.49,  0.18, -0.12,  1.00, 16.41,-23.06,-14.43, -6.99, 10.33, -2.81,-31.17,-372.45
Uptime 00:00:08, 27.80,  0.33, -0.03,  1.01, -3.74, 42.13,-95.31, -1.59, 18.30,-43.44, 98.15,-1017.08; 33.68,  0.17, -0.03,  1.03, -0.69,  3.05,-27.74, -1.80,  9.23, -2.88,-30.34,-376.11
Uptime 00:00:08, 27.75,  0.19, -0.05,  0.96,  6.24, 58.56,-69.23, -2.68, 11.14,-41.83,103.42,-1026.08; 33.59, -0.08,  0.05,  1.00,-15.50, -9.58,-31.00,  2.72, -4.84, -4.74,-30.86,-380.14
Uptime 00:00:08, 27.71,  0.35,  0.00,  1.02, -6.74,-21.00,-108.94,  0.05, 19.00,-41.87, 98.24,-1040.57; 33.59,  0.05, -0.04,  0.98,  7.88, 10.64,-16.36, -2.28,  3.07, -3.67,-28.91,-382.31
Uptime 00:00:08, 27.66, -0.03, -0.01,  1.02,  1.81, 91.40,-109.48, -0.80, -1.77,-40.82,107.95,-1054.80; 33.68,  0.05, -0.12,  1.06, 15.42,-19.85,-53.96, -6.52,  2.82, -1.76,-30.92,-389.33
Uptime 00:00:08, 27.71,  0.07,  0.04,  0.90, 12.97,  7.04,-94.45,  2.48,  4.21,-38.30,106.60,-1067.08; 33.68, -0.05, -0.01,  1.00, -4.53, -0.11,-63.56, -0.65, -2.58, -2.32,-30.27,-397.59
Uptime 00:00:08, 27.75, -0.25,  0.27,  0.96, 12.91, -8.27,-121.17, 15.39,-13.99,-35.54,103.67,-1083.19; 33.64,  0.05,  0.17,  1.02,-15.19,-52.65,-28.57,  9.56,  2.81, -4.06,-36.58,-401.39
Uptime 00:00:08, 27.71,  0.35,  0.05,  1.13,-25.35, 22.28,-105.55,  2.57, 17.20,-38.01,104.10,-1096.92; 33.64,  0.00, -0.07,  0.97, -7.11,-17.84,-49.74, -4.30,  0.15, -4.97,-38.12,-407.86
Uptime 00:00:09, 27.75,  0.02,  0.09,  0.82,-13.70,-19.52,-114.76,  6.56,  1.53,-38.88, 99.48,-1111.95; 33.64,  0.10, -0.07,  0.85,  2.47,-37.88,-27.64, -4.43,  6.82, -4.64,-42.36,-411.48
Uptime 00:00:09, 27.71,  0.57,  0.10,  1.12,-36.69, 60.05,-99.87,  4.60, 27.00,-42.79,104.77,-1125.23; 33.73,  0.22,  0.01,  1.00,  3.43, 45.16,  4.84,  0.54, 12.11, -4.09,-35.87,-410.84
Uptime 00:00:09, 27.75,  0.15,  0.27,  0.86,-26.49,  7.73,-114.12, 17.31,  9.15,-44.99,103.49,-1140.18; 33.64,  0.14,  0.10,  1.00, -2.75,-35.99,-62.61,  5.58,  7.69, -4.25,-39.93,-419.04
Uptime 00:00:09, 27.80,  0.23,  0.10,  0.99,-23.26, 19.47,-123.11,  5.60, 13.29,-46.94,103.63,-1156.19; 33.64,  0.23, -0.02,  0.93, -6.79,-18.37,-60.66, -1.08, 13.73, -5.05,-41.74,-426.92
Uptime 00:00:09, 27.85,  0.06,  0.09,  1.04, -3.01, 19.70,-134.24,  4.81,  3.09,-46.30,104.07,-1174.04; 33.64,  0.31,  0.02,  1.01,-15.76,-22.92,-49.61,  1.24, 16.93, -6.98,-44.23,-433.52
Uptime 00:00:09, 27.71,  0.15,  0.14,  1.12, -8.80, 36.11,-120.79,  7.22,  7.58,-46.35,106.43,-1189.74; 33.73,  0.26, -0.04,  1.02,-11.31, 14.70,-49.70, -2.06, 14.19, -8.32,-41.76,-439.98
Uptime 00:00:09, 27.66,  0.11,  0.13,  0.94,-14.74, 35.85,-126.62,  7.62,  6.65,-47.18,108.81,-1206.46; 33.73,  0.12,  0.02,  0.88, -5.19,  2.90,-59.81,  1.10,  7.59, -8.80,-40.70,-447.88
Uptime 00:00:09, 27.85,  0.00, -0.04,  1.00,  2.20, 48.33,-96.12, -2.27,  0.09,-46.00,112.79,-1218.95; 33.73,  0.16, -0.02,  1.02,  6.26, 10.71,-62.89, -1.34,  9.03, -7.86,-38.70,-456.05
Uptime 00:00:10, 27.75, -0.27,  0.00,  1.01,  1.94, 33.20,-63.48,  0.22,-14.72,-44.83,115.09,-1227.27; 33.73,  0.02,  0.05,  0.96, -9.24, 12.90,-30.37,  2.87,  1.25, -8.83,-36.30,-460.03
Uptime 00:00:10, 27.71,  0.08,  0.08,  0.96, -5.96,-17.00,-67.13,  4.54,  4.61,-44.61,110.48,-1236.19; 33.68,  0.07,  0.02,  1.02,  2.06, -3.21,-41.27,  0.85,  3.66, -8.37,-36.07,-465.52
Uptime 00:00:10, 27.80,  0.04, -0.11,  1.02,  6.78, 60.63,-65.69, -5.97,  2.46,-42.98,115.95,-1244.73; 33.82,  0.11, -0.06,  1.03, 18.17, 12.41,-54.80, -3.26,  5.97, -5.95,-33.88,-472.64
Uptime 00:00:10, 27.75, -0.25,  0.08,  0.98,  1.37,-37.58,-45.55,  4.32,-14.43,-41.86,109.13,-1250.66; 33.78,  0.00, -0.01,  0.92, -3.33, -5.99,-21.70, -0.72,  0.27, -6.27,-33.97,-475.46
Uptime 00:00:10, 27.75,  0.07, -0.06,  1.00,-11.87, -0.15,-37.51, -3.69,  3.93,-42.64,106.85,-1255.64; 33.82,  0.50, -0.03,  0.96, -6.06, 47.17, 21.72, -1.82, 27.45, -6.97,-27.69,-472.58
Uptime 00:00:10, 27.75, -0.35,  0.24,  0.98, -9.58, 47.11, -9.17, 12.71,-19.03,-42.75,111.09,-1256.84; 33.78, -0.15,  0.21,  0.96,  7.05,-44.88,-43.26, 11.87, -8.84, -5.70,-32.68,-478.20
Uptime 00:00:10, 27.71, -0.04,  0.14,  0.95, -9.55,  0.31,  5.79,  8.52, -2.56,-42.96,108.96,-1256.07; 33.78,  0.16,  0.06,  1.07, -8.70, 28.06, 11.31,  3.34,  8.67, -6.64,-28.57,-476.71
Uptime 00:00:11, 27.80,  0.14,  0.08,  1.05, -9.19, -3.98,-10.45,  4.18,  7.54,-43.19,106.13,-1257.43; 33.87, -0.19,  0.03,  0.94,  1.74, 28.87, 24.71,  1.72,-11.33, -6.25,-24.10,-473.49
Uptime 00:00:11, 27.80,  0.07, -0.02,  1.01, -4.28,  1.84,-62.68, -0.86,  4.04,-42.89,104.16,-1265.64; 33.78, -0.07,  0.01,  0.99,  0.12, 16.91, 14.09,  0.33, -3.98, -6.10,-21.36,-471.65
Uptime 00:00:11, 27.80,  0.07,  0.05,  1.02, -1.97,  6.66,-97.05,  2.66,  3.89,-42.25,102.90,-1279.04; 33.96, -0.01,  0.06,  0.96,  5.13, -4.92,-21.06,  3.81, -0.32, -5.21,-21.60,-474.55
Uptime 00:00:11, 27.66,  0.26,  0.12,  1.07, -4.46, 53.59,-108.58,  6.12, 13.33,-41.85,107.40,-1293.15; 33.87, -0.04,  0.14,  0.97, 11.05,-19.65,-36.77,  8.13, -2.34, -3.54,-23.62,-479.33
Uptime 00:00:11, 27.80, -0.11,  0.18,  1.03, 18.56, 62.14,-113.37,  9.68, -5.93,-38.44,113.35,-1308.00; 33.87, -0.08,  0.11,  0.98, 14.43,  4.13,-46.52,  6.14, -4.45, -1.49,-22.53,-485.43
Uptime 00:00:11, 27.85, -0.10,  0.20,  1.11,  4.09, 37.96,-103.31, 10.26, -4.85,-36.93,116.09,-1321.64; 33.87, -0.03,  0.09,  1.01, -0.95,  8.19,-21.82,  4.84, -1.53, -1.49,-20.99,-488.31
Uptime 00:00:11, 27.80, -0.15,  0.12,  0.82,-39.87, 59.15,-55.11,  8.18,-10.07,-41.11,121.51,-1328.80; 33.82, -0.12,  0.17,  0.97, 39.68, 13.35,-50.13,  9.74, -7.07,  3.79,-18.72,-494.83
Uptime 00:00:11, 27.75, -0.61,  0.01,  0.81,-58.69,-57.43,-78.00,  0.38,-36.94,-47.76,112.50,-1338.94; 33.87, -0.17,  0.18,  0.94,  5.16,-23.18,-22.94, 10.79,-10.10,  4.59,-21.10,-497.81
Uptime 00:00:12, 27.71,  0.07, -0.10,  1.00,-10.16,-87.81,-50.58, -5.54,  4.24,-48.24, 98.72,-1345.67; 33.92, -0.09,  0.23,  1.01,-21.18,-34.19, 18.94, 12.73, -4.90,  1.99,-25.04,-495.29
Uptime 00:00:12, 27.75,  0.55, -0.01,  1.03, 12.21, 51.14,-58.12, -0.53, 27.96,-45.73,102.70,-1353.22; 33.92,  0.00,  0.23,  0.87,-21.94, 34.67,  8.12, 14.89,  0.07, -0.54,-20.12,-494.23
Uptime 00:00:12, 27.80, -0.07,  0.07,  1.02, 14.13, 61.62,-84.12,  4.02, -3.63,-42.90,108.69,-1364.33; 33.82, -0.10,  0.11,  1.02, -8.20,  4.76,  4.36,  6.35, -5.38, -1.47,-19.00,-493.66
Uptime 00:00:12, 27.85,  0.03, -0.03,  1.08, 12.78,-11.41,-109.90, -1.82,  1.74,-40.44,105.02,-1378.73; 33.92, -0.02,  0.02,  0.95,-19.48,-16.05, -2.29,  1.29, -1.50, -3.91,-20.65,-493.96
Uptime 00:00:12, 27.71,  0.06,  0.12,  1.01, -0.26, 26.53,-93.20,  6.61,  3.10,-39.54,106.23,-1390.84; 33.92, -0.03,  0.05,  0.99, -2.87, -9.39,-13.50,  2.93, -2.03, -4.14,-21.39,-495.71
Uptime 00:00:12, 27.75,  0.15, -0.08,  1.09,  6.50, 23.90,-107.17, -4.38,  7.62,-37.99,107.05,-1404.99; 33.92,  0.09, -0.05,  1.00,-18.14, -1.85,-17.67, -2.85,  5.41, -6.46,-21.31,-498.04
Uptime 00:00:12, 27.80,  0.16,  0.03,  1.00, 10.10, 37.81,-76.07,  1.67,  8.97,-35.91,109.54,-1414.88; 33.92,  0.06, -0.05,  0.98,  1.22,-16.22,-27.24, -2.79,  3.68, -6.23,-23.02,-501.59
Uptime 00:00:13, 27.80,  0.11,  0.01,  1.02,  4.52, 28.42,-67.05,  0.81,  6.07,-34.60,110.85,-1423.59; 33.92,  0.15, -0.10,  1.04, -2.09,  3.34,-14.46, -5.47,  8.08, -6.48,-22.30,-503.47
Uptime 00:00:13, 27.80, -0.04,  0.07,  1.06, -5.73, 50.37,-69.00,  3.75, -1.91,-34.57,115.19,-1432.70; 34.01,  0.08, -0.04,  1.07,  8.47, 16.58, -9.45, -2.04,  4.50, -5.30,-19.80,-504.71
Uptime 00:00:13, 27.71, -0.05,  0.04,  0.80,-18.87, 27.21,-57.63,  3.18, -3.50,-36.22,116.42,-1440.19; 34.01,  0.02,  0.01,  0.97,  3.45, 25.35, -5.93,  0.57,  0.93, -4.74,-16.19,-505.48
Uptime 00:00:13, 27.80, -0.03, -0.02,  1.16, -5.96,  9.17,-66.99, -0.77, -1.73,-36.27,115.30,-1448.90; 34.01, -0.09,  0.02,  1.01,  4.82,  8.19,-16.49,  0.88, -5.32, -4.02,-14.72,-507.63
