Time,A_Temp,A_AccX,A_AccY,A_AccZ,A_GyroX,A_GyroY,A_GyroZ,A_AccAngX,A_AccAngY,A_AngleX,A_AngleY,A_AngleZ;B_Temp,B_AccX,B_AccY,B_AccZ,B_GyroX,B_GyroY,B_GyroZ,B_AccAngX,B_AccAngY,B_AngleX,B_AngleY,B_AngleZ
Uptime 00:00:01, 22.48,  0.40, -0.07,  0.86,  6.27, 19.69, -0.05, -4.19, 25.24, -4.56,-11.09, -2.45; 28.93,  0.47,  0.20,  0.89, 30.99, 38.38, -3.49, 11.18, 27.38,  8.51,  0.36, 16.70
Uptime 00:00:02, 22.39, -0.17,  0.14,  1.14, -5.77, -7.34, 59.13,  7.16, -8.64, -5.02,-11.58,  4.82; 28.88,  0.30, -0.01,  1.01,-35.47,-41.56,-62.44, -0.31, 16.62,  4.05, -4.99,  9.02
Uptime 00:00:02, 22.39,  0.13,  0.06,  1.08,-32.75, 30.40,-16.56,  3.22,  6.99, -8.80, -7.83,  2.79; 28.98,  0.06,  0.28,  0.92,-12.87, 32.53,-54.36, 16.99,  3.72,  2.76, -1.04,  2.34
Uptime 00:00:02, 22.44, -0.22, -0.07,  0.87,  1.59, -8.01,-46.08, -4.54,-14.13, -8.52, -8.38, -3.02; 29.12, -0.40,  0.14,  0.80, 37.30, 18.88,-22.38,  9.09,-26.48,  7.49,  1.84, -0.48
Uptime 00:00:02, 22.39,  0.49,  0.16,  1.13, 22.88,-89.69,-138.49,  7.35, 23.21, -5.45,-19.48,-20.05; 29.02,  0.47,  0.31,  1.01,-72.69, 65.88, 89.19, 15.54, 23.74, -1.11,  9.27, 10.49
Uptime 00:00:02, 22.44,  0.13, -0.06,  1.03,-26.80, 26.75,-77.05, -3.57,  7.18, -8.64,-16.01,-29.53; 29.02,  0.21,  0.12,  0.85, 11.88,-37.25, 38.22,  7.78, 13.99,  0.50,  4.32, 15.19
Uptime 00:00:02, 22.39,  0.34, -0.16,  1.04, -8.23, 30.30,-60.69, -8.44, 17.79, -9.64,-12.34,-37.12; 29.07,  0.35,  0.02,  0.80, 39.86, 16.44,-32.07,  1.40, 23.48,  5.40,  5.77, 11.18
Uptime 00:00:02, 22.34, -0.09,  0.12,  1.09, 11.05, 16.97, 39.57,  6.03, -4.53, -7.99, -9.94,-32.21; 29.12, -0.23,  0.17,  1.00,-51.02,-130.63,-139.71,  9.52,-12.62, -0.72, -9.96, -6.14
Uptime 00:00:02, 22.44,  0.44, -0.17,  1.17,-30.17, -0.41,-42.72, -7.75, 20.34,-11.71,-10.20,-37.59; 29.21,  0.09,  0.15,  0.94,-28.09, -3.45,-131.66,  9.05,  5.53, -3.99,-10.30,-22.73
Uptime 00:00:03, 22.39, -0.15, -0.17,  0.96, -8.99, 24.74,-69.69, -9.82, -8.78,-12.75, -6.84,-46.16; 29.02, -0.14,  0.10,  0.92, 34.11, 27.94,-96.91,  6.26, -8.77,  0.33, -6.55,-34.65
Uptime 00:00:03, 22.44, -0.02,  0.03,  0.84, 38.76,-50.36,-128.84,  2.21, -1.12, -7.74,-12.80,-62.14; 29.12, -0.13,  0.49,  1.13, -9.16,-84.70,-57.26, 23.40, -6.11, -0.33,-16.59,-41.76
Uptime 00:00:03, 22.48,  0.41,  0.05,  1.02,-44.18, 18.62,-107.66,  2.86, 21.82,-12.99,-10.68,-75.71; 29.21, -0.29, -0.07,  1.00,-18.92, -2.25,-32.48, -3.77,-16.37, -2.73,-16.21,-45.85
Uptime 00:00:03, 22.48,  0.30, -0.23,  0.97, -8.44, -2.77,-51.08,-12.88, 16.75,-14.01,-11.14,-82.04; 29.21,  0.23,  0.14,  0.85, 31.75,-12.14,-47.19,  9.17, 15.00,  1.37,-17.66,-51.70
Uptime 00:00:03, 22.44,  0.21, -0.14,  0.96, 39.22, 50.17,-21.25, -8.34, 11.97, -9.17, -5.10,-84.65; 29.21,  0.11,  0.24,  1.11, -3.76, 59.10,-32.19, 11.97,  5.71,  1.13,-10.30,-55.66
Uptime 00:00:03, 22.48,  0.16, -0.20,  0.92,-11.60,-29.80,-28.70,-12.28,  9.68,-10.65, -8.85,-88.24; 29.26,  0.22, -0.01,  0.93, -0.05,-34.55,-93.43, -0.49, 13.48,  1.09,-14.59,-67.34
Uptime 00:00:03, 22.44,  0.09, -0.18,  1.15,  8.78, 18.14,-34.96, -8.89,  4.57, -9.56, -6.57,-92.54; 29.26,  0.11,  0.06,  1.03,-33.50, 12.78,-106.58,  3.47,  6.00, -2.90,-12.88,-80.45
Uptime 00:00:03, 22.48, -0.14, -0.17,  1.00,  3.30, 17.67,-30.17, -9.57, -7.62, -9.16, -4.16,-96.25; 29.31, -0.12,  0.10,  0.97, 29.56,  7.86,-87.51,  5.64, -7.06,  0.83,-11.53,-91.21
Uptime 00:00:04, 22.44, -0.00, -0.01,  1.01, 21.74,-32.13,-69.95, -0.63, -0.24, -6.31, -8.04,-105.07; 29.26, -0.26,  0.23,  0.94, 13.92,-36.76,-50.59, 13.51,-15.03,  2.80,-15.54,-97.59
Uptime 00:00:04, 22.44,  0.26,  0.02,  1.08, -9.24, 12.54,-80.98,  0.90, 13.73, -7.28, -6.64,-115.03; 29.16, -0.11,  0.08,  0.91,-17.15, 51.66,  7.06,  4.92, -6.61,  0.78, -8.87,-96.72
Uptime 00:00:04, 22.39,  0.17, -0.09,  1.07, -0.84,-24.70,-20.70, -4.96,  9.09, -7.33, -9.67,-117.57; 29.35,  0.10,  0.14,  1.01,  9.63,-20.43, 13.47,  8.08,  5.44,  2.09,-11.27,-95.06
Uptime 00:00:04, 22.53,  0.22, -0.07,  0.98, -2.22, 11.58,  8.43, -4.10, 12.45, -7.54, -8.28,-116.50; 29.35,  0.20,  0.14,  0.91, 23.13, -4.52, -9.54,  8.26, 12.48,  5.09,-11.85,-96.27
Uptime 00:00:04, 22.58,  0.22, -0.11,  1.03, 21.37, 43.49, 50.69, -6.25, 11.83, -4.94, -3.11,-110.27; 29.35, -0.42,  0.13,  1.12,-44.06, 18.75,-30.62,  6.12,-20.17, -0.20, -8.95,-100.04
Uptime 00:00:04, 22.44,  0.05, -0.09,  1.01, -0.92,-23.75, 37.37, -5.06,  3.01, -5.06, -6.04,-105.56; 29.45, -0.12,  0.09,  1.02,  4.24,-15.77,-23.60,  4.91, -6.51,  0.42,-10.59,-103.01
Uptime 00:00:04, 22.48,  0.11,  0.00,  0.97, -8.54, -2.97,  8.72,  0.21,  6.51, -5.98, -6.41,-104.49; 29.45,  0.08,  0.25,  0.96, -2.38, -3.21,-25.83, 14.28,  4.59,  0.41,-10.86,-106.19
Uptime 00:00:04, 22.48, -0.05, -0.04,  1.08, -4.17, 17.90, -7.05, -1.93, -2.57, -6.41, -4.05,-105.36; 29.45, -0.10,  0.02,  1.05, 12.17, 34.11,-39.89,  1.09, -5.22,  1.90, -6.39,-111.13
Uptime 00:00:05, 22.48, -0.12, -0.17,  0.87,  2.75,-28.27,-28.70,-10.83, -7.78, -6.16, -7.31,-108.98; 29.54, -0.36,  0.17,  0.87, 14.09,-37.15,-35.40, 10.27,-22.01,  3.81,-10.41,-115.60
Uptime 00:00:05, 22.58,  0.30,  0.01,  1.18, 23.45,-26.82,-85.02,  0.53, 14.18, -3.20,-10.68,-119.44; 29.54, -0.05,  0.03,  1.04,-32.87, 29.31,  7.47,  1.91, -2.82, -0.19, -6.61,-114.68
Uptime 00:00:05, 22.34,  0.02, -0.05,  0.99, -9.07, 20.88,-27.98, -3.10,  1.42, -4.29, -7.98,-122.88; 29.45, -0.02,  0.13,  0.96,  8.30,-13.02,  8.86,  7.80, -1.47,  0.97, -8.02,-113.59
Uptime 00:00:05, 22.58,  0.22,  0.00,  0.97,  5.23,-22.16, -7.16,  0.27, 12.58, -3.51,-10.98,-123.84; 29.49, -0.03,  0.16,  0.97,  3.25,-13.83,  7.30,  9.37, -1.95,  1.57, -9.64,-112.61
Uptime 00:00:05, 22.53,  0.20, -0.08,  1.02, -1.30, -4.02,-14.64, -4.62, 11.24, -3.69,-11.48,-125.68; 29.64,  0.08,  0.14,  0.99,  6.23, 15.28,  5.12,  8.05,  4.74,  2.47, -7.65,-111.96
Uptime 00:00:05, 22.48, -0.01, -0.13,  1.00, -4.12,  7.70, 20.29, -7.49, -0.42, -4.28,-10.29,-123.13; 29.59, -0.02, -0.10,  0.87, 21.77, -6.50,-21.90, -6.31, -1.22,  4.98, -8.28,-114.72
Uptime 00:00:05, 22.58,  0.14, -0.00,  1.02, -2.15,-26.21,-12.82, -0.18,  7.63, -4.47,-13.53,-124.77; 29.49,  0.14,  0.14,  1.02, -8.98,  7.08,  5.24,  7.86,  7.79,  3.91, -7.38,-114.05
Uptime 00:00:05, 22.53,  0.01, -0.03,  0.98,  8.24, -7.98,-58.85, -1.54,  0.65, -3.39,-14.25,-132.18; 29.59,  0.02,  0.30,  1.15, -4.12,-37.48,-13.80, 14.72,  1.01,  3.62,-11.88,-115.79
Uptime 00:00:06, 22.58,  0.29, -0.03,  0.98, -9.24, -7.17,-87.40, -1.90, 16.71, -4.52,-15.20,-143.37; 29.68,  0.20,  0.12,  1.01, -3.09,  5.98,  8.61,  6.45, 11.29,  3.29,-11.12,-114.69
Uptime 00:00:06, 22.53,  0.19,  0.00,  1.03, -4.89,  5.58,-33.02,  0.07, 10.66, -5.03,-14.42,-147.53; 29.68,  0.22,  0.17,  0.99, -7.15,  7.69, -2.03,  9.43, 12.25,  2.53,-10.19,-114.94
Uptime 00:00:06, 22.48,  0.32, -0.11,  0.94,  6.00,-14.44, 31.89, -6.40, 18.84, -4.31,-16.31,-143.48; 29.59,  0.00,  0.18,  1.00,-20.77, -6.72,-54.73, 10.32,  0.17,  0.10,-10.83,-121.89
Uptime 00:00:06, 22.53,  0.26, -0.06,  1.05,  9.74, -8.47,  2.35, -3.05, 13.88, -3.06,-17.32,-143.18; 29.73,  0.06, -0.08,  0.88, 20.44, 14.49,-16.01, -5.48,  3.68,  2.55, -8.87,-123.94
Uptime 00:00:06, 22.58,  0.24,  0.11,  1.08,-10.64,-17.06,-28.01,  5.45, 12.64, -4.21,-19.33,-146.71; 29.64,  0.17,  0.03,  1.02,-16.15, 40.46,  1.70,  1.90,  9.24,  0.54, -3.88,-123.73
Uptime 00:00:06, 22.44,  0.12, -0.06,  0.91,  9.78,-11.17,-44.99, -3.95,  7.34, -2.99,-20.47,-152.38; 29.68,  0.09,  0.17,  1.05, -5.79,-44.63,-21.90,  9.16,  4.72,  0.00, -9.41,-126.49
Uptime 00:00:06, 22.48,  0.32, -0.01,  1.05,  0.27, -5.90,-33.08, -0.54, 17.05, -2.91,-21.15,-156.61; 29.64,  0.11, -0.03,  0.98, -0.77, -6.89,-13.72, -1.68,  6.12, -0.13,-10.20,-128.25
Uptime 00:00:06, 22.58,  0.31,  0.00,  0.99, -6.84,  0.07,-11.02,  0.21, 17.56, -3.69,-21.07,-158.00; 29.68,  0.26,  0.05,  0.97, -1.18,  7.10, -8.07,  2.66, 14.68, -0.22, -9.42,-129.26
Uptime 00:00:07, 22.62,  0.24,  0.04,  0.97,  8.84,-11.75, -4.41,  2.09, 13.69, -2.49,-22.37,-158.56; 29.73,  0.15,  0.05,  0.99,  2.03,-14.79, 14.98,  2.91,  8.57,  0.09,-11.23,-127.38
Uptime 00:00:07, 22.48,  0.33,  0.02,  0.97,  2.75, -7.70, 10.06,  0.98, 18.80, -2.07,-23.26,-157.27; 29.82,  0.22,  0.06,  0.95, -2.28, -3.22,  6.94,  3.80, 13.22, -0.12,-11.67,-126.49
Uptime 00:00:07, 22.53,  0.27,  0.03,  1.01,  3.54,  3.03, 17.15,  1.88, 14.85, -1.56,-22.72,-155.11; 29.73,  0.14,  0.05,  0.97,  0.47,  6.56,  5.99,  2.69,  8.15, -0.00,-10.79,-125.73
Uptime 00:00:07, 22.53,  0.32,  0.04,  0.97,  1.31, -2.64,  3.36,  2.53, 18.06, -1.31,-22.96,-154.68; 29.82,  0.17,  0.09,  0.96,  2.11, -1.12, 13.39,  5.33, 10.10,  0.37,-10.92,-124.02
Uptime 00:00:07, 22.58,  0.44,  0.06,  0.99, -2.73,-12.65, -1.77,  2.95, 23.90, -1.56,-24.54,-154.90; 29.78,  0.19,  0.02,  0.99,  0.61, -8.29,  7.88,  1.10, 10.83,  0.46,-11.94,-123.03
Uptime 00:00:07, 22.53,  0.22,  0.00,  1.00,  0.07, 24.43,  0.28,  0.19, 12.45, -1.52,-21.28,-154.87; 29.73,  0.09,  0.05,  0.98,  0.38, 13.45, -9.14,  2.65,  5.35,  0.55,-10.15,-124.18
Uptime 00:00:07, 22.58,  0.29,  0.03,  1.03,  0.59,-13.20,-11.21,  1.79, 15.78, -1.38,-22.83,-156.30; 29.78,  0.17,  0.04,  0.98, -1.19, -6.99,  4.34,  2.11,  9.79,  0.43,-11.02,-123.62
Uptime 00:00:08, 22.53,  0.39,  0.05,  0.87,-15.16,-10.35,-19.69,  3.29, 23.97, -3.16,-24.13,-158.78; 29.78,  0.30,  0.10,  0.92,  0.47, -4.03, -2.65,  5.89, 18.20,  0.60,-11.66,-123.96
Uptime 00:00:08, 22.67,  0.19,  0.07,  1.08, -7.31, 20.17,-14.98,  3.78,  9.77, -3.93,-21.33,-160.69; 29.78,  0.10,  0.06,  1.03,  6.00, 11.69,-13.78,  3.15,  5.40,  1.39,-10.08,-125.71
Uptime 00:00:08, 22.62,  0.31,  0.03,  0.96,  4.33, -9.55,-12.81,  1.69, 17.94, -3.27,-22.46,-162.33; 29.78,  0.18,  0.10,  0.96, -9.89, -3.68,-23.68,  5.63, 10.55,  0.24,-10.55,-128.74
Uptime 00:00:08, 22.58,  0.37,  0.02,  0.99, -7.33,-27.69,-45.01,  0.90, 20.56, -4.09,-25.84,-168.00; 29.87,  0.22,  0.05,  0.97, -2.12,-32.21,-21.95,  2.62, 13.00,  0.02,-14.57,-131.50
Uptime 00:00:08, 22.58,  0.38, -0.01,  1.03,-10.81, 29.17,-70.96, -0.47, 19.99, -5.36,-22.12,-176.94; 29.78,  0.25,  0.09,  0.97, -4.72, 24.59,-48.76,  4.96, 14.39, -0.46,-11.53,-137.65
Uptime 00:00:08, 22.62,  0.20, -0.09,  0.98,-11.73,-12.88,-71.83, -5.30, 11.36, -6.83,-23.52,-186.13; 29.87,  0.21,  0.23,  0.85,-19.25,-19.53,-49.26, 14.69, 13.28, -2.57,-14.02,-143.95
Uptime 00:00:08, 22.58,  0.01,  0.11,  0.95, -6.92,  1.14,-80.98,  6.30,  0.52, -7.42,-22.92,-196.33; 29.87,  0.23,  0.21,  0.86,-16.41,  5.43,-66.32, 13.43, 14.76, -4.28,-13.36,-152.31
Uptime 00:00:08, 22.62,  0.33,  0.17,  1.10,  2.91,-48.59,-44.84,  8.56, 16.68, -6.73,-28.89,-202.07; 29.87,  0.11,  0.06,  1.10,-10.96,-23.21,-37.19,  2.88,  5.93, -5.51,-16.13,-157.07
Uptime 00:00:09, 22.67,  0.54, -0.01,  0.81,-42.86, 54.11,-64.92, -0.72, 33.69,-11.90,-22.31,-210.25; 29.92,  0.13,  0.12,  0.98,  9.88, 39.66,-137.94,  6.76,  7.21, -4.05,-11.05,-174.45
Uptime 00:00:09, 22.62, -0.14, -0.24,  0.96, -8.43,-90.51,-38.87,-14.04, -8.26,-12.99,-32.87,-215.15; 29.82, -0.04,  0.18,  0.77,-26.83,-11.57,-102.06, 13.49, -3.14, -7.01,-12.19,-187.31
Uptime 00:00:09, 22.58,  0.09,  0.16,  0.95, -1.31,-30.18,-123.56,  9.74,  5.31,-12.70,-36.11,-230.97; 29.92,  0.69,  0.59,  1.01,-22.08,-51.08,  2.87, 25.63, 30.58, -9.12,-18.97,-186.94
Uptime 00:00:09, 22.62,  0.30, -0.37,  1.09,  0.27, 32.59,-29.76,-18.40, 14.54,-12.78,-31.65,-234.72; 29.92, -0.07, -0.19,  0.98, 15.62,-34.54,-52.94,-11.14, -4.22, -7.24,-22.77,-193.61
Uptime 00:00:09, 22.72,  0.32,  0.14,  0.98, -6.44, 44.68,  4.60,  7.82, 18.04,-13.16,-25.86,-234.14; 29.92,  0.47,  0.09,  0.89, 31.57, 74.14,-41.08,  5.19, 27.54, -3.09,-13.71,-198.79
Uptime 00:00:09, 22.58, -0.30, -0.27,  1.12,-41.94, 22.71, 12.46,-13.22,-14.55,-18.42,-22.21,-232.54; 29.82,  0.27,  0.10,  0.91,-42.75,-16.79,-104.68,  6.17, 16.24, -8.27,-15.87,-212.19
Uptime 00:00:09, 22.72, -0.19, -0.20,  0.99,  6.03,-27.63, 17.37,-11.15,-10.42,-17.53,-24.96,-230.35; 29.92, -0.06,  0.11,  0.96, 12.40,-41.74,-40.19,  6.73, -3.57, -6.44,-20.63,-217.25
Uptime 00:00:09, 22.67,  0.07,  0.29,  1.04, 14.73, -2.02,-77.07, 15.61,  3.83,-15.05,-24.79,-240.06; 29.92,  0.61,  0.47,  1.18,-51.89, 35.08, 66.25, 19.55, 25.70,-12.32,-16.40,-208.90
Uptime 00:00:10, 22.58,  0.05, -0.38,  0.93,-11.59, 13.76,  9.42,-21.96,  2.62,-16.66,-22.61,-238.85; 29.96, -0.04, -0.30,  0.88,  3.05,-35.68, 68.11,-18.75, -2.23,-12.07,-20.54,-200.12
Uptime 00:00:10, 22.72,  0.49, -0.04,  1.07, 29.75, 22.46, 15.47, -2.16, 24.43,-12.69,-19.87,-236.90; 29.96,  0.23,  0.16,  1.00, 19.28, 14.64, -0.50,  8.82, 12.63, -9.27,-18.58,-200.18
Uptime 00:00:10, 22.58, -0.45,  0.17,  1.04,-29.91, 37.67,117.51,  8.40,-22.99,-16.02,-14.29,-221.86; 29.96, -0.20,  0.22,  0.95,-45.59,-85.12,-102.91, 12.90,-11.40,-14.54,-28.65,-213.35
Uptime 00:00:10, 22.67,  0.10, -0.22,  0.99,  8.49,-22.39, 44.49,-12.26,  5.76,-14.90,-16.88,-216.25; 30.01, -0.32, -0.32,  0.93, 61.28, -0.98,-26.33,-17.91,-18.11, -7.04,-27.84,-216.67
Uptime 00:00:10, 22.58, -0.19,  0.14,  0.95, 23.13,-27.22,  0.49,  8.14,-10.97,-11.58,-19.69,-216.19; 29.96, -0.33,  0.34,  1.19, 14.15,-17.48, 15.62, 15.50,-14.87, -4.85,-29.14,-214.70
Uptime 00:00:10, 22.62,  0.10, -0.01,  1.12,-40.78, 25.99, 20.78, -0.51,  5.34,-16.48,-16.14,-213.53; 29.96, -0.52,  0.22,  0.89,-39.41, -6.83,125.10, 11.95,-29.71, -9.45,-28.82,-198.69
Uptime 00:00:10, 22.67,  0.35, -0.13,  1.06, 16.17, 30.88,  9.92, -6.55, 18.20,-14.28,-12.37,-212.28; 30.06,  0.21,  0.15,  0.97, 61.66, 34.32, 60.35,  8.73, 11.96, -1.48,-24.25,-191.08
Uptime 00:00:10, 22.62, -0.07,  0.31,  0.93, -1.62, 38.17,131.85, 18.20, -4.08,-13.83, -7.33,-195.67; 30.06, -0.79,  0.68,  1.25,-65.74,-29.16,-61.55, 24.81,-28.97, -9.07,-26.78,-198.84
Uptime 00:00:11, 22.72, -0.06, -0.47,  0.98, -1.51,-29.31, 28.78,-25.63, -3.22,-14.27,-10.99,-191.78; 29.92, -0.27, -0.67,  0.81, 64.82,  7.74,-20.00,-37.99,-14.48, -1.07,-24.93,-201.54
Uptime 00:00:11, 22.76, -0.14,  0.27,  0.89, 10.82,-45.12,-35.91, 16.49, -8.76,-12.32,-16.17,-196.31; 30.01, -0.21,  0.44,  1.27,  2.88,-60.63, 23.70, 18.94, -9.03, -0.31,-31.74,-198.55
Uptime 00:00:11, 22.72,  0.46, -0.46,  1.03,-55.70, 30.83, 22.26,-22.28, 22.42,-19.39,-12.49,-193.50; 30.11, -0.31, -0.22,  0.68,-43.96,-15.07,100.46,-16.49,-23.39, -6.07,-32.50,-185.90
Uptime 00:00:11, 22.76,  0.07,  0.10,  0.93, 26.12, 37.12, 10.28,  6.00,  4.56,-15.61, -7.67,-192.19; 30.11,  0.06,  0.57,  0.87, 59.85, 48.49,  0.16, 33.03,  3.28,  2.22,-25.83,-185.88
Uptime 00:00:11, 22.62, -0.46,  0.22,  1.15,-33.94, -9.87, 75.25, 10.06,-21.69,-19.29, -8.30,-182.70; 30.01,  0.20,  0.53,  0.93,-73.19,-113.94,-106.16, 29.16, 10.84, -6.28,-39.60,-199.25
Uptime 00:00:11, 22.67,  0.03, -0.19,  0.98, 31.16,-42.06,  8.12,-11.07,  1.51,-15.21,-13.44,-181.67; 30.11, -0.43, -0.03,  0.95, 74.33, 28.85,-30.52, -1.48,-24.52,  3.14,-34.70,-203.16
Uptime 00:00:11, 22.62,  0.11,  0.22,  0.92,  3.43,-40.21,-97.13, 13.17,  6.59,-14.22,-18.27,-193.90; 30.11,  0.89,  0.48,  1.13,-52.19, 16.53, 98.26, 18.56, 35.80, -2.99,-32.68,-190.78
Uptime 00:00:11, 22.72,  0.35, -0.48,  1.14, 18.64, 49.56,-17.59,-21.76, 15.98,-12.07,-12.11,-196.12; 30.01,  0.20, -0.74,  0.80, 39.22, -9.42, 73.68,-42.07, 10.20,  1.07,-33.39,-181.49
Uptime 00:00:12, 22.62,  0.33,  0.16,  0.70, 22.96,  3.40,101.76, 11.86, 24.80, -8.69,-11.93,-182.99; 30.20, -0.20,  0.65,  1.67,-19.88, 47.89,-27.31, 20.94, -6.48, -1.05,-26.54,-185.02
Uptime 00:00:12, 22.81, -0.14, -0.67,  1.07,-36.57,-65.92, 35.34,-32.07, -6.39,-13.67,-19.70,-178.54; 30.15,  0.08, -0.64,  0.73,-12.61, 13.94,-36.65,-41.07,  4.95, -3.40,-24.39,-189.63
Uptime 00:00:12, 22.67, -0.05,  0.23,  0.66, 30.40,  9.93,-89.79, 18.89, -4.27, -9.27,-18.00,-189.85; 30.11,  0.07,  0.71,  1.35, 12.55,-58.52, 47.68, 27.55,  2.62, -1.23,-31.18,-183.63
Uptime 00:00:12, 22.62,  0.45, -0.46,  1.15, -9.97, 50.14, -7.59,-20.36, 20.17,-10.74,-11.75,-190.82; 30.06, -0.09, -0.56,  0.89, -5.56, -4.18, 63.39,-32.17, -4.95, -2.55,-30.98,-175.51
Uptime 00:00:12, 22.67,  0.46,  0.20,  0.54, 19.83, -7.57, 95.18, 15.86, 38.19, -7.76,-13.21,-178.83; 30.15,  0.18,  0.65,  1.27,  1.97, 39.14,-40.85, 27.08,  7.25, -1.72,-25.67,-180.66
Uptime 00:00:12, 22.72, -0.18, -0.53,  0.97,-14.80,-58.57, 26.49,-28.16, -9.44,-10.00,-19.99,-175.49; 30.06,  0.14, -0.28,  0.95,-23.19, 26.79,-37.97,-16.48,  8.29, -4.87,-22.02,-185.44
Uptime 00:00:12, 22.76,  0.39,  0.06,  1.28, 36.11,-35.52,-115.39,  2.44, 16.87, -5.22,-24.39,-190.26; 30.25,  0.22,  0.48,  1.08,  8.24,-84.95, 67.32, 23.52, 10.28, -3.27,-32.44,-176.83
Uptime 00:00:12, 22.67,  0.49,  0.02,  1.07, 17.65, 73.93, 36.15,  1.02, 24.47, -2.91,-15.26,-185.71; 30.15,  0.70,  0.27,  0.64, 42.43, 67.37,-27.61, 15.77, 45.04,  2.35,-24.37,-180.31
